,word 1,word 2,frequency,2008-07-31 00:00:00 - 2012-10-09 16:00:00,2012-10-09 16:00:00 - 2016-12-19 08:00:00,2016-12-19 08:00:00 - 2021-02-28 00:00:00
2259,tweet,distribution,2,0,0,2
2260,sagemaker,algorithms,2,0,0,2
2261,more,spaces,2,0,0,2
2262,default,helpdesk,2,0,0,2
2263,helpdesk,team,2,0,0,2
2264,few,articles,2,0,0,2
2265,bar,graph,2,0,0,2
2266,rmarkdown,file,2,0,0,2
2267,google,sheet,2,0,0,2
2268,static,web,2,0,0,2
2269,different,layouts,2,0,0,2
2270,more,elements,2,0,0,2
2271,csv,files,2,0,0,2
2272,first,turn,2,0,0,2
2273,second,turn,2,0,0,2
2274,%,group_size,2,0,0,2
2275,shiny,server,2,0,0,2
2276,disease,type,2,0,0,2
2277,monitor,mode,2,0,0,2
2278,elliptic,curve,2,0,0,2
2279,private,key,2,0,0,2
2280,memory,usage,2,0,0,2
2281,different,data,2,0,0,2
2282,other,functions,2,0,0,2
2283,easy,example,2,0,0,2
2284,certain,limit,2,0,0,2
2285,consecutive,dates&quot,2,0,0,2
2286,consecutive,rows,2,0,0,2
2287,session,values,2,0,0,2
2288,csv,format,2,0,0,2
2289,many,answers,2,0,0,2
2290,similar,issue,2,0,0,2
2291,move,constructor,2,0,0,2
2292,catch,err,2,0,0,2
2293,readme,file,2,0,0,2
2294,correct,result,2,0,0,2
2295,file,uploads,2,0,0,2
2296,nonzero,elements,2,0,0,2
2297,small,sample,2,0,0,2
2298,code,inspector,2,0,0,2
2299,notification,error,2,0,0,2
2300,multiple,branches,2,0,0,2
2301,comment,object,2,0,0,2
2302,main,problem,2,0,0,2
2303,search,term,2,0,0,2
2304,local,iis,2,0,0,2
2305,cgroup,driver,2,0,0,2
2306,little,information,2,0,0,2
2307,default,config,2,0,0,2
2308,ssh,keys,2,0,0,2
2309,retopo,mesh,2,0,0,2
2310,object,model,2,0,0,2
2311,tough,one,2,0,0,2
2312,test,file,2,0,0,2
2313,median,income,2,0,0,2
2314,player,storage,2,0,0,2
2315,service,a,2,0,0,2
2316,client,id&quot,2,0,0,2
2317,identity,object,2,0,0,2
2318,object,id&quot,2,0,0,2
2319,querystringbinders,controller,2,0,0,2
2320,function,fetchapiandsetstateforwrongguesses,2,0,0,2
2321,query,number,2,0,0,2
2322,react,components,2,0,0,2
2323,microsoft,files,2,0,0,2
2324,quot;error,error,2,0,0,2
2325,whole,program,2,0,0,2
2326,.aar,file,2,0,0,2
2327,simulator,window,2,0,0,2
2328,school,user,2,0,0,2
2329,other,issues,2,0,0,2
2330,column,e,2,0,0,2
2331,mesh,object,2,0,0,2
2332,spark,project,2,0,0,2
2333,previous,frame,2,0,0,2
2334,last,frame,2,0,0,2
2335,dynamic,ajax,2,0,0,2
2336,geo,field,2,0,0,2
2337,driver,program,2,0,0,2
2338,other,field,2,0,0,2
2339,constant,rate,2,0,0,2
2340,val,repository,2,0,0,2
2341,sample,project,2,0,0,2
2342,quot;open,account&quot,2,0,0,2
2343,realtime,data,2,0,0,2
2344,application,loads,2,0,0,2
2345,code,snippets,2,0,0,2
2346,python,3.8.5,2,0,0,2
2347,ratings,array,2,0,0,2
2348,health,bar,2,0,0,2
2349,input,system,2,0,0,2
2350,asynchronous,functions,2,0,0,2
2351,different,views,2,0,0,2
2352,open,weather,2,0,0,2
2353,country,names,2,0,0,2
2354,select,field,2,0,0,2
2355,weather,description,2,0,0,2
2356,single,quotes,2,0,0,2
2357,return,type,2,0,0,2
2358,empty,byte,2,0,0,2
2359,byte,array,2,0,0,2
2360,other,articles,2,0,0,2
2361,tkinter,application,2,0,0,2
2362,scrolledtext,frame,2,0,0,2
2363,target,group,2,0,0,2
2364,current,implementation,2,0,0,2
2365,next,number,2,0,0,2
2366,external,data,2,0,0,2
2367,classification,problem,2,0,0,2
2368,oversample,image,2,0,0,2
2369,web,workers,2,0,0,2
2370,permanent,address,2,0,0,2
2371,tvos,application,2,0,0,2
2372,kali,linux,2,0,0,2
2373,single,candlestick,2,0,0,2
2374,python,code,2,0,0,2
2375,screen,reader,2,0,0,2
2376,scroll,bars,2,0,0,2
2377,c++,extension,2,0,0,2
2378,label,text,2,0,0,2
2379,markdown,file,2,0,0,2
2380,main,theme,2,0,0,2
2381,core,application,2,0,0,2
2382,main,issue,2,0,0,2
2383,distinct,countries,2,0,0,2
2384,react,js,2,0,0,2
2385,possible,combination,2,0,0,2
2386,multiple,map,2,0,0,2
2387,map,object,2,0,0,2
2388,new,value,2,0,0,2
2389,windows,powershell,2,0,0,2
2390,stack,panel,2,0,0,2
2391,component,works,2,0,0,2
2392,springboot,application,2,0,0,2
2393,about,page,2,0,0,2
2394,compareto,method,2,0,0,2
2395,keyboard,focus,2,0,0,2
2396,hiding,focus,2,0,0,2
2397,bin,files,2,0,0,2
2398,button,shape,2,0,0,2
2399,multiple,documents,2,0,0,2
2400,music,apps,2,0,0,2
2401,old,values,2,0,0,2
2402,minecraft,mod,2,0,0,2
2403,desktop,bridge,2,0,0,2
2404,extra,dlls,2,0,0,2
2405,last,layer,2,0,0,2
2406,best,architecture,2,0,0,2
2407,empty,error,2,0,0,2
2408,diagnostic,plots,2,0,0,2
2409,heap,tree,2,0,0,2
2410,milwaukee,bucks,2,0,0,2
2411,smallest,value,2,0,0,2
2412,specific,object,2,0,0,2
2413,esttotalcost,attribute,2,0,0,2
2414,second,delay,2,0,0,2
2415,index,property,2,0,0,2
2416,robot,class,2,0,0,2
2417,10th,column,2,0,0,2
2418,client,node,2,0,0,2
2419,server,node,2,0,0,2
2420,example,image,2,0,0,2
2421,code,blocks,2,0,0,2
2422,dev,environment,2,0,0,2
2423,azure,sql,2,0,0,2
2424,django,rest,2,0,0,2
2425,new,columns,2,0,0,2
2426,equal,height,2,0,0,2
2427,css,grid,2,0,0,2
2428,grid,layout,2,0,0,2
2429,service,instances,2,0,0,2
2430,last,message,2,0,0,2
2431,similar,posts,2,0,0,2
2432,first,part,2,0,0,2
2433,normal,image,2,0,0,2
2434,memory,management,2,0,0,2
2435,first,app,2,0,0,2
2436,odd,numbers,2,0,0,2
2437,linux,kernel,2,0,0,2
2438,different,approach,2,0,0,2
2439,fragment,container,2,0,0,2
2440,voice,recognition,2,0,0,2
2441,web,speech,2,0,0,2
2442,standard,set,2,0,0,2
2443,correct,data,2,0,0,2
2444,onclick,code,2,0,0,2
2445,plain,l,2,0,0,2
2446,value,reference,2,0,0,2
2447,axis,labels,2,0,0,2
2448,inner,div,2,0,0,2
2449,dotted,line,2,0,0,2
2450,business,rules,2,0,0,2
2451,admin,interface,2,0,0,2
2452,operator,overloading,2,0,0,2
2453,high,accuracy,2,0,0,2
2454,like,button,2,0,0,2
2455,toplevel,window,2,0,0,2
2456,same,toplevel,2,0,0,2
2457,rest,server,2,0,0,2
2458,backend,server,2,0,0,2
2459,dns,name,2,0,0,2
2460,2nd,condition,2,0,0,2
2461,address,table,2,0,0,2
2462,dao,interface,2,0,0,2
2463,errors,message,2,0,0,2
2464,repository,interface,2,0,0,2
2465,input,shape,2,0,0,2
2466,print,output,2,0,0,2
2467,dynamic,matrix,2,0,0,2
2468,firebase,database,2,0,0,2
2469,long,press,2,0,0,2
2470,#,application,2,0,0,2
2471,.txt,files,2,0,0,2
2472,google,classroom,2,0,0,2
2473,classroom,api,2,0,0,2
2474,custom,sounds,2,0,0,2
2475,custom,sound,2,0,0,2
2476,class,content,2,0,0,2
2477,month,sprint,2,0,0,2
2478,host,directory,2,0,0,2
2479,volume,container,2,0,0,2
2480,console,log,2,0,0,2
2481,store,method,2,0,0,2
2482,bit,integers,2,0,0,2
2483,initial,data,2,0,0,2
2484,empty,directory,2,0,0,2
2485,decimal,place,2,0,0,2
2486,conversion,routine,2,0,0,2
2487,class,object,2,0,0,2
2488,gst,tax,2,0,0,2
2489,interface,methods,2,0,0,2
2490,main,content,2,0,0,2
2491,address,bar,2,0,0,2
2492,time,format,2,0,0,2
2493,preloader,screen,2,0,0,2
2494,username,value,2,0,0,2
2495,exogenous,variables,2,0,0,2
2496,time,lag,2,0,0,2
2497,second,problem,2,0,0,2
2498,more,group,2,0,0,2
2499,sh,console,2,0,0,2
2500,google,colab,2,0,0,2
2501,chrome,password,2,0,0,2
2502,password,manager,2,0,0,2
2503,local,wowza,2,0,0,2
2504,second,picture,2,0,0,2
2505,beach,picture,2,0,0,2
2506,user,license,2,0,0,2
2507,grid,recycler,2,0,0,2
2508,generic,class,2,0,0,2
2509,report,server,2,0,0,2
2510,form,control,2,0,0,2
2511,laravel,website,2,0,0,2
2512,data,factory,2,0,0,2
2513,specific,number,2,0,0,2
2514,unique,numbers,2,0,0,2
2515,window,object,2,0,0,2
2516,asp,core,2,0,0,2
2517,oauth2,client,2,0,0,2
2518,invalid,tokens,2,0,0,2
2519,application,b.,2,0,0,2
2520,aws,emr,2,0,0,2
2521,pregel,api,2,0,0,2
2522,ef,core,2,0,0,2
2523,controller,class,2,0,0,2
2524,manual,intervention,2,0,0,2
2525,order,function,2,0,0,2
2526,composed,function,2,0,0,2
2527,unresolved,reference,2,0,0,2
2528,video,stream,2,0,0,2
2529,lined,items,2,0,0,2
2530,app,a,2,0,0,2
2531,latest,time,2,0,0,2
2532,collapse,code,2,0,0,2
2533,dictionary,elements,2,0,0,2
2534,key+value,combos,2,0,0,2
2535,product,term,2,0,0,2
2536,previous,contents,2,0,0,2
2537,businessdate,field,2,0,0,2
2538,read_parquet,function,2,0,0,2
2539,new,terminal,2,0,0,2
2540,docker,compose,2,0,0,2
2541,context,initialization,2,0,0,2
2542,servletcontext,resource,2,0,0,2
2543,input,voltage,2,0,0,2
2544,duty,cycle,2,0,0,2
2545,health,score,2,0,0,2
2546,unit,decrease,2,0,0,2
2547,billing,address,2,0,0,2
2548,specific,order,2,0,0,2
2549,specific,dealer,2,0,0,2
2550,specific,editor,2,0,0,2
2551,jest,test,2,0,0,2
2552,dynamic,memory,2,0,0,2
2553,alarm,manager,2,0,0,2
2554,dijkstra,algorithm,2,0,0,2
2555,delay,component,2,0,0,2
2556,oracle,db,2,0,0,2
2557,cache,service,2,0,0,2
2558,percent_n,function,2,0,0,2
2559,hour,format,2,0,0,2
2560,numerical,value,2,0,0,2
2561,real,dataset,2,0,0,2
2562,small,windows,2,0,0,2
2563,menu,items,2,0,0,2
2564,timeline,view,2,0,0,2
2565,container,a,2,0,0,2
2566,same,dependencies,2,0,0,2
2567,level,view,2,0,0,2
2568,gnu,radio,2,0,0,2
2569,database,rules,2,0,0,2
2570,docker,file,2,0,0,2
2571,tkinter,window,2,0,0,2
2572,neo4j,reports,2,0,0,2
2573,different,probabilities,2,0,0,2
2574,juiciness,level,2,0,0,2
2575,parent,server,2,0,0,2
2576,coroutine,context,2,0,0,2
2577,binary,data,2,0,0,2
2578,console,applications,2,0,0,2
2579,blob,column,2,0,0,2
2580,actual,minima,2,0,0,2
2581,git,flow,2,0,0,2
2582,quot;port,map&quot,2,0,0,2
2583,ddr3,sodimm,2,0,0,2
2584,side,image,2,0,0,2
2585,member,functions,2,0,0,2
2586,different,line,2,0,0,2
2587,role,name,2,0,0,2
2588,operator,precedence,2,0,0,2
2589,first,tag,2,0,0,2
2590,second,transition,2,0,0,2
2591,additional,users,2,0,0,2
2592,shirt,number,2,0,0,2
2593,other,column,1,1,0,0
2594,file,lines,1,1,0,0
2595,original,avqueueplayer,1,1,0,0
2596,avqueueplayer,collection,1,1,0,0
2597,previous,position,1,1,0,0
2598,previous,avplayeritem,1,1,0,0
2599,populate,queue,1,1,0,0
2600,secure,ftp,1,1,0,0
2601,standart,splitcontainer,1,1,0,0
2602,useful,thing,1,1,0,0
2603,splitcontainer,implementation,1,1,0,0
2604,split,bar,1,1,0,0
2605,simple,text,1,1,0,0
2606,iphone,app,1,1,0,0
2607,test,row,1,1,0,0
2608,single,event,1,1,0,0
2609,zipwith,multiplies,1,1,0,0
2610,image,button,1,1,0,0
2611,hook,setup,1,1,0,0
2612,remote,repositories,1,1,0,0
2613,mercurial,use,1,1,0,0
2614,hg,update,1,1,0,0
2615,content,height,1,1,0,0
2616,small(e.g,300px,1,1,0,0
2617,div,height,1,1,0,0
2618,column,roundid,1,1,0,0
2619,significant,help,1,1,0,0
2620,code,checks,1,1,0,0
2621,second,table(tbljudges,1,1,0,0
2622,above,records,1,1,0,0
2623,step,a.,1,1,0,0
2624,additional,requirements,1,1,0,0
2625,flat,ledge,1,1,0,0
2626,last,moment,1,1,0,0
2627,same,kind,1,1,0,0
2628,nslogs,operationcount,1,1,0,0
2629,operationcount,property,1,1,0,0
2630,queue,logs,1,1,0,0
2631,long,code,1,1,0,0
2632,netbeans,jform,1,1,0,0
2633,jform,designer,1,1,0,0
2634,size,reduction,1,1,0,0
2635,permanent,redirection,1,1,0,0
2636,good,prctise,1,1,0,0
2637,multithreading,features,1,1,0,0
2638,different,prolog,1,1,0,0
2639,java,thread,1,1,0,0
2640,thread,b,1,1,0,0
2641,thread,a.,1,1,0,0
2642,jpl,documentation,1,1,0,0
2643,code,waits,1,1,0,0
2644,last,query,1,1,0,0
2645,different,threads,1,1,0,0
2646,previous,example,1,1,0,0
2647,yap,version,1,1,0,0
2648,version,6.2.2,1,1,0,0
2649,yap,binaries,1,1,0,0
2650,jpl,port,1,1,0,0
2651,jpl,behavior,1,1,0,0
2652,threaded,programs,1,1,0,0
2653,jpl,library,1,1,0,0
2654,new,logic,1,1,0,0
2655,logic,engine,1,1,0,0
2656,second,thread,1,1,0,0
2657,same,prolog,1,1,0,0
2658,james,michael,1,1,0,0
2659,michael,hare,1,1,0,0
2660,method,group,1,1,0,0
2661,wordy,linq,1,1,0,0
2662,method,groups,1,1,0,0
2663,similar,feature,1,1,0,0
2664,particular,reason,1,1,0,0
2665,easy,question,1,1,0,0
2666,sql,gurus,1,1,0,0
2667,unrecognized,column,1,1,0,0
2668,c++,beginner,1,1,0,0
2669,char,array,1,1,0,0
2670,jquery,statement,1,1,0,0
2671,certain,plot,1,1,0,0
2672,radial,points,1,1,0,0
2673,polar,plot,1,1,0,0
2674,first,figure,1,1,0,0
2675,whole,circonference,1,1,0,0
2676,colormap,rdylgn,1,1,0,0
2677,array,length,1,1,0,0
2678,first,textarea,1,1,0,0
2679,trivial,questions,1,1,0,0
2680,large,set,1,1,0,0
2681,mortgage,loan,1,1,0,0
2682,loan,information,1,1,0,0
2683,loan,amount,1,1,0,0
2684,fico,scores,1,1,0,0
2685,month,windows,1,1,0,0
2686,multiple,loans,1,1,0,0
2687,same,month,1,1,0,0
2688,correct,value,1,1,0,0
2689,student,name,1,1,0,0
2690,sub,expression,1,1,0,0
2691,os,module,1,1,0,0
2692,email,address,1,1,0,0
2693,basic,email,1,1,0,0
2694,long,string,1,1,0,0
2695,specific,website,1,1,0,0
2696,yellow,line,1,1,0,0
2697,above,exception,1,1,0,0
2698,digit,number,1,1,0,0
2699,character,number,1,1,0,0
2700,unique,starting,1,1,0,0
2701,starting,strings,1,1,0,0
2702,standard,ruby,1,1,0,0
2703,rails,gems,1,1,0,0
2704,default,media,1,1,0,0
2705,media,temple,1,1,0,0
2706,httpd,restart,1,1,0,0
2707,new,sites,1,1,0,0
2708,jquery,element,1,1,0,0
2709,glass,rendering,1,1,0,0
2710,regular,stuff,1,1,0,0
2711,additional,items,1,1,0,0
2712,necessary,registration,1,1,0,0
2713,registration,details,1,1,0,0
2714,accountcontroller,register,1,1,0,0
2715,register,method,1,1,0,0
2716,userdetails,tables,1,1,0,0
2717,sample,apps,1,1,0,0
2718,mvc,site,1,1,0,0
2719,register,part,1,1,0,0
2720,easy,part,1,1,0,0
2721,accounts,controller,1,1,0,0
2722,similar,case,1,1,0,0
2723,tabnavigator,container,1,1,0,0
2724,same,view,1,1,0,0
2725,tab,navigator,1,1,0,0
2726,navigator,thing,1,1,0,0
2727,myview,view,1,1,0,0
2728,total,flex,1,1,0,0
2729,flex,newbie,1,1,0,0
2730,enum,datatype,1,1,0,0
2731,regular,class,1,1,0,0
2732,testperm,method,1,1,0,0
2733,java.lang.string.replace,problem,1,1,0,0
2734,date,fields,1,1,0,0
2735,holiday,table,1,1,0,0
2736,date,values,1,1,0,0
2737,example,table,1,1,0,0
2738,date,dimension,1,1,0,0
2739,dimension,table,1,1,0,0
2740,holiday,date,1,1,0,0
2741,ideal,output,1,1,0,0
2742,explicit,sql,1,1,0,0
2743,update,command,1,1,0,0
2744,update,values,1,1,0,0
2745,previous,update,1,1,0,0
2746,dummy,value,1,1,0,0
2747,different,sql,1,1,0,0
2748,better,work,1,1,0,0
2749,text,view,1,1,0,0
2750,imports,values,1,1,0,0
2751,command,button,1,1,0,0
2752,various,columns,1,1,0,0
2753,same,i,1,1,0,0
2754,mail,recipient,1,1,0,0
2755,4th,row,1,1,0,0
2756,second,workbook,1,1,0,0
2757,5th,row,1,1,0,0
2758,third,book,1,1,0,0
2759,avcapture,foundation,1,1,0,0
2760,front,camera,1,1,0,0
2761,type,avcapturevideodataoutput,1,1,0,0
2762,blue,card,1,1,0,0
2763,white,card,1,1,0,0
2764,direct,light,1,1,0,0
2765,rgb,element,1,1,0,0
2766,elementary,understanding,1,1,0,0
2767,app,screenshot,1,1,0,0
2768,mail,view,1,1,0,0
2769,test,deivce,1,1,0,0
2770,account,setup,1,1,0,0
2771,mailcomposer,viewcontroller,1,1,0,0
2772,tumblr,blog,1,1,0,0
2773,line,text,1,1,0,0
2774,similar,words,1,1,0,0
2775,levenshtein,distance,1,1,0,0
2776,memoize,function,1,1,0,0
2777,current,script,1,1,0,0
2778,few,words,1,1,0,0
2779,mfc,project,1,1,0,0
2780,slider,control,1,1,0,0
2781,highest,value,1,1,0,0
2782,lowest,value,1,1,0,0
2783,incoming,string,1,1,0,0
2784,right,paranthesis,1,1,0,0
2785,frame,animation,1,1,0,0
2786,least,boilerplate,1,1,0,0
2787,boilerplate,code,1,1,0,0
2788,layout,aliases,1,1,0,0
2789,layout,file,1,1,0,0
2790,incorrect,way,1,1,0,0
2791,alias,layouts,1,1,0,0
2792,unnecessary,parent,1,1,0,0
2793,former,direction,1,1,0,0
2794,inverted,form,1,1,0,0
2795,redundant,view,1,1,0,0
2796,view,group,1,1,0,0
2797,usable,layout,1,1,0,0
2798,simple,vba,1,1,0,0
2799,multiple,sql,1,1,0,0
2800,remote,pushnotification,1,1,0,0
2801,uiapplication,sharedapplication,1,1,0,0
2802,notification,center,1,1,0,0
2803,airplane,mode,1,1,0,0
2804,dynamic,image,1,1,0,0
2805,image,loader,1,1,0,0
2806,first,loads,1,1,0,0
2807,entire,array,1,1,0,0
2808,css,top,1,1,0,0
2809,width,values,1,1,0,0
2810,primary,menu,1,1,0,0
2811,twitter,bootstrap,1,1,0,0
2812,further,sleep,1,1,0,0
2813,bootstraps,menu,1,1,0,0
2814,theme,hook,1,1,0,0
2815,drupal,override,1,1,0,0
2816,override,custom,1,1,0,0
2817,menu,template,1,1,0,0
2818,file,extension,1,1,0,0
2819,form,alter,1,1,0,0
2820,node,form,1,1,0,0
2821,custom,button,1,1,0,0
2822,facebook,.i,1,1,0,0
2823,static,float,1,1,0,0
2824,float,data::computedata(std::string,1,1,0,0
2825,static,linkage,1,1,0,0
2826,object,detection,1,1,0,0
2827,xml,cascade,1,1,0,0
2828,detection,files,1,1,0,0
2829,mac,lion,1,1,0,0
2830,python,2.7.3,1,1,0,0
2831,collection,file,1,1,0,0
2832,bounding,boxes,1,1,0,0
2833,positive,images,1,1,0,0
2834,negative,images,1,1,0,0
2835,check,vector,1,1,0,0
2836,vector,file,1,1,0,0
2837,usual,face,1,1,0,0
2838,detection,xml,1,1,0,0
2839,getheight,stuff,1,1,0,0
2840,expression,extractor,1,1,0,0
2841,second,object,1,1,0,0
2842,second,i,1,1,0,0
2843,third,object,1,1,0,0
2844,major,commands,1,1,0,0
2845,.vbs,file,1,1,0,0
2846,.vbs,script,1,1,0,0
2847,local,administrator,1,1,0,0
2848,interface,orientation,1,1,0,0
2849,orientation,issues,1,1,0,0
2850,several,viewcontrollers,1,1,0,0
2851,landscape,orientation,1,1,0,0
2852,portrait,orientation,1,1,0,0
2853,mode,viewcontrollers,1,1,0,0
2854,proper,orientation,1,1,0,0
2855,mode,controllers,1,1,0,0
2856,local,organization,1,1,0,0
2857,rails,framework,1,1,0,0
2858,dynamic,web,1,1,0,0
2859,former,knowledge,1,1,0,0
2860,only,authentication,1,1,0,0
2861,site,admins,1,1,0,0
2862,upload,videos,1,1,0,0
2863,other,media,1,1,0,0
2864,comment,board,1,1,0,0
2865,database,interaction,1,1,0,0
2866,database,operations,1,1,0,0
2867,base,url,1,1,0,0
2868,error,console,1,1,0,0
2869,owlim,work,1,1,0,0
2870,odd,issue,1,1,0,0
2871,old,aspdotnetstorefront,1,1,0,0
2872,aspdotnetstorefront,project,1,1,0,0
2873,only,addon,1,1,0,0
2874,tax,calculation,1,1,0,0
2875,erp,provider,1,1,0,0
2876,applogic,class,1,1,0,0
2877,tax,add,1,1,0,0
2878,svn,server,1,1,0,0
2879,new,laptop,1,1,0,0
2880,addins,use,1,1,0,0
2881,last,nerve,1,1,0,0
2882,dom,object,1,1,0,0
2883,file,input,1,1,0,0
2884,1-,public,1,1,0,0
2885,put,semicolon,1,1,0,0
2886,complete,block,1,1,0,0
2887,block,statements(which,1,1,0,0
2888,other,error,1,1,0,0
2889,better,websites,1,1,0,0
2890,first,website,1,1,0,0
2891,ul,li,1,1,0,0
2892,beta,version,1,1,0,0
2893,javascript,selector,1,1,0,0
2894,javascript,toggle,1,1,0,0
2895,dropdown,selects,1,1,0,0
2896,hidden,content,1,1,0,0
2897,first,li,1,1,0,0
2898,li,content,1,1,0,0
2899,closet,article,1,1,0,0
2900,toggle,script,1,1,0,0
2901,selector,script,1,1,0,0
2902,simple,stack,1,1,0,0
2903,uninitalized,variable,1,1,0,0
2904,comparable,value,1,1,0,0
2905,sorted,set,1,1,0,0
2906,set,null,1,1,0,0
2907,object,t,1,1,0,0
2908,class,t,1,1,0,0
2909,complete,program,1,1,0,0
2910,total,js,1,1,0,0
2911,js,newb,1,1,0,0
2912,simple,js,1,1,0,0
2913,getusercoordinates,function,1,1,0,0
2914,logical,failure,1,1,0,0
2915,multiple,apps,1,1,0,0
2916,local,clone,1,1,0,0
2917,master,files,1,1,0,0
2918,scarce,subtree,1,1,0,0
2919,subtree,documentation,1,1,0,0
2920,appsscript,application,1,1,0,0
2921,appscript,application,1,1,0,0
2922,url,fetch,1,1,0,0
2923,appscript,applications,1,1,0,0
2924,same,domain,1,1,0,0
2925,several,apps,1,1,0,0
2926,polling,approach,1,1,0,0
2927,project,level,1,1,0,0
2928,app,level,1,1,0,0
2929,new,offerings,1,1,0,0
2930,enterprise,level,1,1,0,0
2931,level,customers,1,1,0,0
2932,lightweight,apps,1,1,0,0
2933,eclipse,ide,1,1,0,0
2934,>,show,1,1,0,0
2935,windows,explorer,1,1,0,0
2936,windows,vista,1,1,0,0
2937,vista,home,1,1,0,0
2938,home,premium,1,1,0,0
2939,bit,os,1,1,0,0
2940,usb,debugging,1,1,0,0
2941,>,developer,1,1,0,0
2942,debug,configurations->target(tab,1,1,0,0
2943,device,list,1,1,0,0
2944,latest,android,1,1,0,0
2945,installed,eclipse,1,1,0,0
2946,windows,cmd,1,1,0,0
2947,sdk,tools,1,1,0,0
2948,positive,outcome,1,1,0,0
2949,adb,kill,1,1,0,0
2950,adb,start,1,1,0,0
2951,adb,devices,1,1,0,0
2952,mobile,device,1,1,0,0
2953,device,details,1,1,0,0
2954,galaxy,s2,1,1,0,0
2955,s2,gt,1,1,0,0
2956,os,ver,1,1,0,0
2957,kernel,ver,1,1,0,0
2958,eclipse,version,1,1,0,0
2959,indigo,service,1,1,0,0
2960,service,release,1,1,0,0
2961,build,i,1,1,0,0
2962,eclipse,console,1,1,0,0
2963,adb,connection,1,1,0,0
2964,connection,error,1,1,0,0
2965,remote,host,1,1,0,0
2966,latest,sdk,1,1,0,0
2967,extra,matching,1,1,0,0
2968,@david,robinsons,1,1,0,0
2969,robinsons,code,1,1,0,0
2970,outside,world,1,1,0,0
2971,query,parameters,1,1,0,0
2972,year,parameter,1,1,0,0
2973,pdf,document,1,1,0,0
2974,normal,web,1,1,0,0
2975,pdf,files,1,1,0,0
2976,files,results,1,1,0,0
2977,deployment,steps,1,1,0,0
2978,more,files,1,1,0,0
2979,jquery,version,1,1,0,0
2980,version,v.1.6.4,1,1,0,0
2981,multiple,attribute,1,1,0,0
2982,attribute,selector,1,1,0,0
2983,jquery,libraries,1,1,0,0
2984,lesser,number,1,1,0,0
2985,configuration,properties,1,1,0,0
2986,properties,declaration,1,1,0,0
2987,spring,context,1,1,0,0
2988,system,properties,1,1,0,0
2989,pointer,exceptions,1,1,0,0
2990,application,properties,1,1,0,0
2991,access,properties,1,1,0,0
2992,sprite,menu,1,1,0,0
2993,sprite,image,1,1,0,0
2994,jquery,website,1,1,0,0
2995,parent,data,1,1,0,0
2996,child,data,1,1,0,0
2997,>,child,1,1,0,0
2998,table,wizard,1,1,0,0
2999,car,brands,1,1,0,0
3000,car,models,1,1,0,0
3001,body,kit,1,1,0,0
3002,new,brake,1,1,0,0
3003,brake,system,1,1,0,0
3004,\no,data,1,1,0,0
3005,ford,focus,1,1,0,0
3006,other,reporting,1,1,0,0
3007,reporting,solution,1,1,0,0
3008,fancy,effects,1,1,0,0
3009,matching,node,1,1,0,0
3010,faintest,idea,1,1,0,0
3011,different,linearlayout,1,1,0,0
3012,server,path,1,1,0,0
3013,blank,square,1,1,0,0
3014,copy,image,1,1,0,0
3015,image,url,1,1,0,0
3016,different,view,1,1,0,0
3017,image,processing,1,1,0,0
3018,processing,program,1,1,0,0
3019,larger,images,1,1,0,0
3020,max,amount,1,1,0,0
3021,many,pieces,1,1,0,0
3022,opencltemplate,documentation,1,1,0,0
3023,total,memory,1,1,0,0
3024,memory,usages,1,1,0,0
3025,quick,question,1,1,0,0
3026,enormous,array,1,1,0,0
3027,tomyclass,=,1,1,0,0
3028,public,type,1,1,0,0
3029,specific,domain,1,1,0,0
3030,domain,group,1,1,0,0
3031,entire,domain,1,1,0,0
3032,weird,encoding,1,1,0,0
3033,encoding,issue,1,1,0,0
3034,key,column,1,1,0,0
3035,key,violation,1,1,0,0
3036,violation,errors,1,1,0,0
3037,datatable,class,1,1,0,0
3038,little,script,1,1,0,0
3039,column,nchar,1,1,0,0
3040,advisable,one,1,1,0,0
3041,angularjs,module,1,1,0,0
3042,module,declaration,1,1,0,0
3043,value,appmodel,1,1,0,0
3044,value,change,1,1,0,0
3045,man,page,1,1,0,0
3046,command,file,1,1,0,0
3047,alternative,command,1,1,0,0
3048,tough,crowd,1,1,0,0
3049,application,force,1,1,0,0
3050,print,log,1,1,0,0
3051,drivers,folder,1,1,0,0
3052,file,time,1,1,0,0
3053,local,timezone,1,1,0,0
3054,binarydate,value,1,1,0,0
3055,telecommunications,client,1,1,0,0
3056,several,sign,1,1,0,0
3057,different,program,1,1,0,0
3058,dedicated,mysql,1,1,0,0
3059,application,form,1,1,0,0
3060,separate,crud,1,1,0,0
3061,elements,change,1,1,0,0
3062,base,form,1,1,0,0
3063,standard,elements,1,1,0,0
3064,different,elements,1,1,0,0
3065,several,cruds,1,1,0,0
3066,data,types,1,1,0,0
3067,cached,html,1,1,0,0
3068,form,page,1,1,0,0
3069,editing,problem,1,1,0,0
3070,different,task,1,1,0,0
3071,specific,directory,1,1,0,0
3072,guys,resources,1,1,0,0
3073,jqueryui,widget,1,1,0,0
3074,widget,code,1,1,0,0
3075,page,elements,1,1,0,0
3076,error,state,1,1,0,0
3077,single,i,1,1,0,0
3078,concat,work,1,1,0,0
3079,wikimedia,api,1,1,0,0
3080,public,domain,1,1,0,0
3081,additional,cc,1,1,0,0
