,id,body,title,title
156,26216339,"<p>So, the dropdown shows all the options (years, months) but when i select it does nothing. The page dont load to the correct option.</p>

<p>here it's the code, i suppose something like this is missing but dont know where to add it<br>
<strong>select onchange='document.location.href=this.options[this.selectedIndex].value;'</strong></p>

<pre><code>$elem_m = ($args['display_as_dropdown'] === true ? 'select' : 'ul');
    $elem_i = ($args['display_as_dropdown'] === true ? '&lt;option value=""%s""&gt;%s%s&lt;/option&gt;' : '&lt;li&gt;    &lt;a href=""%s""&gt;%s&lt;/a&gt;%s&lt;/li&gt;');
$html = sprintf('&lt;%s&gt;', $elem_m);

foreach(array_slice(($args['order'] === 'desc' ? array_reverse($archives) : $archives), 0, ($args['limit'] === 0 ? NULL : $args['limit'])) as $archive)
{
    if($args['type'] === 'yearly')
    {
        $link = em_get_event_date_link($archive);
        $display = $archive;
    }
    else
    {
        $date = explode('-', $archive);
        $link = em_get_event_date_link($date[0], $date[1]);
        $display = $wp_locale-&gt;get_month($date[1]).' '.$date[0];
    }

    $html .= sprintf(
        $elem_i,
        $link,
        $display,
        ($args['show_post_count'] === true ? ' ('.$counts[$archive].')' : '')
    );
}

$html .= sprintf('&lt;/%s&gt;', $elem_m);

return $html;
</code></pre>",Dropdown list not redirecting when option selected,Dropdown list not redirecting when option selected
157,26216340,"<p>I have the following structure</p>

<pre><code>MyProject.ear  (module name) MyProjectEar
   |----- lib
   |----- META-INF
   |----- MyProject.war
   |----- MyProject.jar (module name) MyProject
</code></pre>

<p>At MyProject.jar I have several EJBs, including a <code>mypackages.myproject.ejb.impl.ConfigManager</code> (which has a local interface in <code>mypackages.myproject.ejb.local.ConfigManagerLocal</code>)</p>

<p><code>ConfigManager</code></p>

<pre><code>@Singleton
@Startup
public class GestorConfiguracion implements GestorConfiguracionLocal {

  @PostConstruct
  private void init() {
    Context ctx = null;
    try {
      ctx = new InitialContext();
      ctx = (Context) ctx.lookup(""java:comp"");
    } catch (Exception e) {
      return;
    }
    try {
      String jndiEnv = (String) ctx.lookup(""myProject/srv/environment"");
    } catch (Exception e) {
      log.log(Level.WARNING, ""Exception in jndienv"", e);
    }
    try {
      appVersion = (String) ctx.lookup(""myProject/buildVersion""));
    } catch (Exception e) {
      log.log(Level.WARNING, ""Exception in buildversion"", e);
    }
</code></pre>

<p><code>myProject/srv/environment</code> is to be local to the server (so it does not change between EAR builds), so it is set in <code>standalone.xml</code>, as follows</p>

<pre><code>&lt;subsystem xmlns=""urn:jboss:domain:naming:2.0""&gt;
  &lt;bindings&gt;
    &lt;simple name=""java:/env/myProject/srv/environment"" value=""DEV""/&gt;
  &lt;/bindings&gt;
  &lt;remote-naming/&gt;
&lt;/subsystem&gt;
</code></pre>

<p><code>myProject/buildVersion</code> will be changed at each building, by adding an <code>env-entry-value</code> to the <code>env-entry</code>.</p>

<p>I have tried two approachs:</p>

<p>1) Add to MyProject.ear/META-INF/application.xml the lines:</p>

<pre><code>&lt;env-entry&gt;
  &lt;env-entry-name&gt;myProject/buildVersion&lt;/env-entry-name&gt;
  &lt;env-entry-type&gt;java.lang.String&lt;/env-entry-type&gt;
  &lt;env-entry-value&gt;0.0.1&lt;/env-entry-value&gt;
&lt;/env-entry&gt;

&lt;resource-ref&gt;
  &lt;res-ref-name&gt;myProject/srv/environment&lt;/res-ref-name&gt;
  &lt;res-type&gt;java.lang.String&lt;/res-type&gt;
  &lt;lookup-name&gt;java:/env/myProject/srv/environment&lt;/lookup-name&gt;
&lt;/resource-ref&gt;
</code></pre>

<p>I only get <code>javax.naming.NameNotFoundException</code>, with the messages:</p>

<ul>
<li><p>service jboss.naming.context.java.comp.MyProjectEar.MyProject.ConfigManager.myProject.buildVersion</p></li>
<li><p>service jboss.naming.context.java.comp.MyProjectEar.MyProject.ConfigManager.myProject.srv.environment</p></li>
</ul>",Using JNDI to configure EJBs: NameNotFoundException,Using JNDI to configure EJBs: NameNotFoundException
158,26216341,"<p>I'm starting a new project today. The application is a rewrite of an existing workscheduling application. The application works extensively with Times and TimeRanges. </p>

<p>Time: 08:45, 17:32, ... <br>
TimeRange: from 08:45 till 17:32</p>

<p>I started looking for a library that handles the plumbing for me with this kind of data, eg: Earlier than, later than, in between, etc. I found moment.js and date.js immediately. I feel however that these libraries are more concerned about a certain point in time (a JS Date object) rather than the above described notion of Time and TimeRange.</p>

<p>Does anyone have experience working with Time and TimeRange as I described above in a JavaScript environment? What library could be useful for this?</p>",Working with Time and TimeRange in Javascript,Working with Time and TimeRange in Javascript
159,26216345,"<p>Could somebody help me for each student make comma-separated list of all courses for which he enlisted?</p>

<p>I need to modify a Contoso University application with a comma-separated list.</p>

<p>Student Controller:</p>

<pre><code>public ActionResult Index(string studentEnrollment, string sortOrder, string currentFilter, string searchString, int? page)
    {
        ViewBag.CurrentSort = sortOrder;
        ViewBag.NameSortParm = String.IsNullOrEmpty(sortOrder) ? ""name_desc"" : """";
        ViewBag.DateSortParm = sortOrder == ""Date"" ? ""date_desc"" : ""Date"";

        if (searchString != null)
        {
            page = 1;
        }
        else
        {
            searchString = currentFilter;
        }

        ViewBag.CurrentFilter = searchString;

        var students = studentService.GetAll();

        var studentViewModel = Mapper.Map&lt;IEnumerable&lt;Student&gt;, IEnumerable&lt;StudentViewModel&gt;&gt;(students);

        if (!String.IsNullOrEmpty(searchString))
        {
            students = students.Where(s =&gt; s.LastName.ToUpper().Contains(searchString.ToUpper())
                                   || s.FirstMidName.ToUpper().Contains(searchString.ToUpper()));
        }
        switch (sortOrder)
        {
            case ""name_desc"":
                students = students.OrderByDescending(s =&gt; s.LastName);
                break;
            case ""Date"":
                students = students.OrderBy(s =&gt; s.EnrollmentDate);
                break;
            case ""date_desc"":
                students = students.OrderByDescending(s =&gt; s.EnrollmentDate);
                break;
            default:
                students = students.OrderBy(s =&gt; s.LastName);
                break;
        }

        int pageSize = 3;
        int pageNumber = (page ?? 1);

       return View(students.ToPagedList(pageNumber, pageSize));
    }
</code></pre>

<p>Course Controller:</p>

<pre><code>public ActionResult Index(int? page)
        {
            int pageNumber = page ?? 1;

            var courses = courseService.GetAll();

            var coursesViewList = Mapper.Map&lt;IEnumerable&lt;Course&gt;, IEnumerable&lt;CourseViewModel&gt;&gt;(courses);

            var model = coursesViewList.ToPagedList(pageNumber, PageSize);

            return View(model);
        }
</code></pre>

<p>Student Model:</p>

<pre><code>    public int ID { get; set; }

    [Display(Name = ""Last Name"")]
    public string LastName { get; set; }

    [Display(Name = ""First Name"")]
    public string FirstMidName { get; set; }

    [Display(Name = ""Enrollment Date"")]
    [DisplayFormat(DataFormatString = ""{0:g}"", ApplyFormatInEditMode = true)]
    public DateTime EnrollmentDate { get; set; }

    [Display(Name = ""Date Of Birth"")]
    [DisplayFormat(DataFormatString = ""{0:dd/MM/yyyy}"", ApplyFormatInEditMode = true)]
    public DateTime DateOfBirth { get; set; }

    public virtual ICollection&lt;Enrollment&gt; Enrollments { get; set; }

    public List&lt;Comment&gt; Comments { get; set; }
</code></pre>

<p>Course Model:</p>

<pre><code>    [DatabaseGenerated(DatabaseGeneratedOption.None)]
    public int CourseID { get; set; }

    [Required]
    public string Title { get; set; }
    public int Credits { get; set; }

    public int StudentId { get; set; }
    public virtual Student Student { get; set; }

    public virtual ICollection&lt;Enrollment&gt; Enrollments { get; set; }
</code></pre>

<p>View:</p>

<pre><code>    @model PagedList.IPagedList&lt;ContosoUniversity.Models.Student&gt;
@using PagedList.Mvc;
&lt;link href=""~/Content/PagedList.css"" rel=""stylesheet"" type=""text/css"" /&gt;

@{
    ViewBag.Title = ""Students"";
}

&lt;h2&gt;Students&lt;/h2&gt;

&lt;p&gt;
    @Html.ActionLink(""Create New"", ""Create"")
&lt;/p&gt;

@using (Html.BeginForm(""Index"", ""Student"", FormMethod.Get))
{
    @Html.AntiForgeryToken()
    @Html.ValidationSummary(true)
    &lt;p&gt;
        Find by name: @Html.TextBox(""SearchString"", ViewBag.CurrentFilter as string)

        &lt;input type=""submit"" value=""Filter"" /&gt;
    &lt;/p&gt;
}

&lt;table class=""table""&gt;
    &lt;tr&gt;
        &lt;th&gt;
            @Html.ActionLink(""Last Name"", ""Index"", new { sortOrder = ViewBag.NameSortParm })
        &lt;/th&gt;
        &lt;th&gt;
            First Name
        &lt;/th&gt;
        &lt;th&gt;
            @Html.ActionLink(""Enrollment Date"", ""Index"", new { sortOrder = ViewBag.DateSortParm })
        &lt;/th&gt;
        &lt;th&gt;
            Date Of Birth
        &lt;/th&gt;
        &lt;th&gt;
            Courses
        &lt;/th&gt;
        &lt;th&gt;&lt;/th&gt;
    &lt;/tr&gt;

@foreach (var item in Model) {
    &lt;tr&gt;
        &lt;td&gt;
            @Html.DisplayFor(modelItem =&gt; item.LastName)
        &lt;/td&gt;
        &lt;td&gt;
            @Html.DisplayFor(modelItem =&gt; item.FirstMidName)
        &lt;/td&gt;
        &lt;td&gt;
            @Html.DisplayFor(modelItem =&gt; item.EnrollmentDate)
        &lt;/td&gt;
        &lt;td&gt;
            @Html.DisplayFor(modelItem =&gt; item.DateOfBirth)
        &lt;/td&gt;
        &lt;td&gt;

        &lt;/td&gt;
        &lt;td&gt;
            @Html.ActionLink(""Edit"", ""Edit"", new { id=item.ID }) |
            @Html.ActionLink(""Details"", ""Details"", new { id=item.ID }) |
            @Html.ActionLink(""Delete"", ""Delete"", new { id=item.ID })
        &lt;/td&gt;
    &lt;/tr&gt;
}

&lt;/table&gt;
&lt;br /&gt;
Page @(Model.PageCount &lt; Model.PageNumber ? 0 : Model.PageNumber) of @Model.PageCount

@Html.PagedListPager(Model, page =&gt; Url.Action(""Index"",
    new { page, sortOrder = ViewBag.CurrentSort, currentFilter = ViewBag.CurrentFilter }))
</code></pre>

<p>Please tell me somebody the easiest way to do it!</p>",For each student make comma-separated list of all courses for which he enlisted,For each student make comma-separated list of all courses for which he enlisted
160,26216349,"<p>I have got a mask calculated in grab_cut(which calculates the foreground). I want to extract only the background leaving the foreground transparent. I manage to do so using the following code in order to extract foreground(background transparent). How is it possible to do the opposite?</p>

<pre><code>int border = 20;
int border2 = border + border;
cv::Rect rectangle(border,border,image.cols-border2,image.rows-border2);

cv::Mat result; // segmentation result (4 possible values)
cv::Mat bgModel,fgModel; /
cv::grabCut(image,    // input image
    result,   // segmentation result
    rectangle,// rectangle containing foreground 
    bgModel,fgModel, // models
    1,        // number of iterations
    cv::GC_INIT_WITH_RECT); // use rectangle
cv::compare(result,cv::GC_PR_FGD,result,cv::CMP_EQ);
cv::Mat foreground(image.size(),CV_8UC3,cv::Scalar(255,255,255));
image.copyTo(foreground,result); // bg pixels not copied
cv::rectangle(image, rectangle, cv::Scalar(255,255,255),1);
cv::imwrite(argv[2], foreground);
cv::imwrite(argv[3], image);

Mat dst;//(src.rows,src.cols,CV_8UC4);
Mat tmp,alpha;

cvtColor(foreground,tmp,CV_BGR2GRAY);
threshold(tmp,alpha,100,255,THRESH_BINARY);
Mat rgb[3];
split(foreground,rgb);
Mat rgba[4]={rgb[0],rgb[1],rgb[2],alpha};
merge(rgba,4,dst);
imwrite(""dst.png"",dst);
</code></pre>

<p>Basically i think I ve got to change those lines:</p>

<pre><code>cv::Mat foreground(image.size(),CV_8UC3,cv::Scalar(255,255,255));
image.copyTo(foreground,result); // bg pixels not copied
</code></pre>

<p>How is is possible to select the rest of the image the opposite of result?</p>",Extracting transparent background of an image with opencv,Extracting transparent background of an image with opencv
161,26216353,<p>I am creating a health clinic and portal application in cakephp. I need to insert encrypted data in database not using base64 encode and decode method and to use in search also. Can someone help me by providing their valuable suggestion.</p>,Encrypting and decrypted data before save in cakephp,Encrypting and decrypted data before save in cakephp
162,26216354,"<p>Google has not found the solution i need so i thought i would try the genius on here to the never ending Excel issue I'm having.</p>

<p>Running a banking reconciliation workbook and slowly adding bits of VBA together to automate some of the tasks, one I'm working on now is finding large quantities of money and renaming their Identifier from a bank statement to same ID in our cashbook to they are found and will balance out.</p>

<p>To do this I'm running a IF(Vlookup()) returning a yes or no on the cash value and then reordering them once they are found so i can line them up and match them correctly.</p>

<p>The main issue I've got here is the vlookup is ignoring some values which i can see and saying no not found and i messed around figuring out why and until i clicked to edit the cell and then pressed enter not changing the amount and all of a sudden found and it only finds it in the vlookup if i click the cell and press enter.</p>

<p>I have tried Formatting, changing calculation to automate and tweaked the vlookup to include a +0 as well as changing the exact match to approximate and it still won't find it, i even tried trimming and checked the Len for whitespace and both equal the same.</p>

<p>Currently trying a for loop  to select a cell and change it to itself so it mimics the select and enter but it runs slow and crashes.</p>

<p>Anyone got a decent idea of fixing this miss when searching</p>",Excel Vlookup Missing data unless re-typed or select and enter?,Excel Vlookup Missing data unless re-typed or select and enter?
163,26216377,"<p>I am just starting to look at the I2C support on (embedded) linux (Beaglebone Black, to be precise). Since it's linux, everything is a file, so it's no surprise that I2C is too.</p>

<pre><code>int file = open( ""/dev/i2c-0"", O_RDWR );
</code></pre>

<p>and then the actual address on that bus is selected through <code>ioctl()</code>. My question is this - is it safe, or even <em>legal</em>, to cache <code>file</code> for the duration of application execution? It would seem to my naive eyes that the overheading of opening a resource to read every 250ms would be an unnecessary strain on the kernel. So it is valid to open, and then just use <code>ioctl()</code> to switch address whenever I need to, or must I <code>close()</code> the descriptor between reads and writes?</p>",Linux I2C file handles - safe to cache?,Linux I2C file handles - safe to cache?
164,26216378,"<p>I write the program where I use x264 as the coder. 
I use the following parameters:</p>

<pre><code>av_opt_set (codecContextH264[numberCoder]-&amp;gt; priv_data, ""profile"", ""baseline"", 0);
av_opt_set (codecContextH264[numberCoder]-&amp;gt; priv_data, ""preset"", ""ultrafast"", 0);
av_opt_set (codecContextH264[numberCoder]-&amp;gt; priv_data, ""tune"", ""zerolatency"", 0);
codecContextH264[numberCoder]-&amp;gt; bit_rate =bitrate;
codecContextH264[numberCoder]-&amp;gt; bit_rate_tolerance=bitrate-5000;
codecContextH264[numberCoder]-&amp;gt; width = w;
codecContextH264[numberCoder]-&amp;gt; height = h;
codecContextH264[numberCoder]-&amp;gt; time_base.den = fps;
codecContextH264[numberCoder]-&amp;gt; time_base.num = 1;
codecContextH264[numberCoder]-&amp;gt; pix_fmt = PIX_FMT_YUV420P;
codecContextH264[numberCoder]-&amp;gt; gop_size = fps*3;
codecContextH264[numberCoder]-&amp;gt; keyint_min = fps*3;
codecContextH264[numberCoder]-&amp;gt; max_b_frames = 0; 
codecContextH264[numberCoder]-&amp;gt; slices = (int) (w*h)/1500+1;
</code></pre>

<p>I use only I and P frames. 
What x264 settings I shall use that could lose P frames? 
Perhaps x264 has no such opportunity?!
I read that if to use a ""base"" profile, it is possible to lose P frames...
Help please.</p>",Streaming x264 with packet loss,Streaming x264 with packet loss
165,26216379,"<p>I am using a C# code to install a program using a process which runs the msiexec, giving it the path to the MSI file.
This is the code I use:</p>

<pre><code>string pathtoMsiFile = ""\"""" + msiPath + msiName + ""\"""";
Process p = new Process();
p.StartInfo.FileName = ""msiexec.exe"";
p.StartInfo.Arguments = ""/i "" + pathtoMsiFile + "" /quiet"";
p.Start();
p.WaitForExit();
</code></pre>

<p>The strange thing is that when I try to install the program, for a certain version it installs it to the correct location I would expect to on <code>C:\path</code> but a different version it installs to <code>D:\path</code> for some reason. If I open the MSI itself manually, the default location there is <code>C:\path</code>. Any idea why?</p>",C# MsiExec installs program to a wrong location,C# MsiExec installs program to a wrong location
166,26216382,"<p>I have this simple HTML form:</p>

<pre><code> &lt;form action=""""&gt;
  &lt;select name=""channel""&gt;
   &lt;option value=""#channel1""&gt;channel1&lt;/option&gt;
   &lt;option value=""#channel2""&gt;channel2&lt;/option&gt;
  &lt;/select&gt;
 &lt;/form&gt;
</code></pre>

<p>and this JavaScript function:</p>

<pre><code>/* Use this method to send a command to lightIRC with JavaScript */
function sendCommand(command) {
  swfobject.getObjectById('lightIRC').sendCommand(command);
}
</code></pre>

<p>I want it so when I user clicks on a dropdown option the JavaScript command <code>sendCommand('JOIN value');</code> is sent.</p>

<p>Value is the value from the <code>&lt;option&gt;</code>.</p>

<p>Is it possible to do this? There is no submit button etc. I want it to work when the user simply clicks on a dropdown option.</p>",How to send JavaScript command when HTML form <select> is chosen?,How to send JavaScript command when HTML form <select> is chosen?
167,26216383,"<p>I've got a Jenkins structure where a main job uses the Build Flow plugin to sequentially run all the jobs of my build and test process.</p>

<p>To one of this jobs I want to pass my BUILD_NUMBER (environment variable) as a parameter, i.e.:</p>

<pre><code>build( ""Build_Release"", param1: $BUILD_NUMBER)
</code></pre>

<p>This does not work because I don't seem to have access to the environment variables from the Build Flow plugin.</p>

<p>Any clues?</p>","In a Jenkins job that runs the Build flow plugin, pass it's BUILD_NUMBER to a child job as a parameter","In a Jenkins job that runs the Build flow plugin, pass it's BUILD_NUMBER to a child job as a parameter"
168,26216386,"<p>I have an input field, where you can specify min number of reviews. I also have a function that updates data that <code>ng-repeat</code> populates and create the table. But what I need is, when you type some number into input field this function of mine, runs automatically and changes data which means that my table is up-to-date automatically. It is some sort of two-way binding. (I don't want to use filter directly on my <code>ng-repeat</code>, filters in angular run very frequently and decrease performance)</p>

<p>Here is my input field:</p>

<pre><code>&lt;label&gt;Reviews Min: &lt;input type=""number"" ng-init=""revNum=30"" class=""form-control review-input"" min=""0"" step=""10"" ng-model=""filterValues.revNum"" /&gt;&lt;/label&gt;
</code></pre>

<p>Here is my <code>ng-repeat</code>:</p>

<pre><code> ng-repeat=""car in sortedCarList""
</code></pre>

<p>And here is the function:</p>

<pre><code>$scope.formattedTable = function(index){
    $scope.initCarList(index);
    $scope.sortedCarList = [];
    var carlistLength = $scope.carList.length;
    for (var i=0;i&lt;carlistLength;i++){   // just checks every row if values passes user requirements like: min number of review and price range
        var rowBool = $scope.tableFilter($scope.carList[i]);
        if (rowBool){
            $scope.sortedCarList.push($scope.carList[i]);
        }
    }
}
</code></pre>

<p><strong>How can I achieve this?</strong> </p>",Run $scope function when input field modifies?,Run $scope function when input field modifies?
169,26216388,"<p>Say I have headers <code>NAME</code> (char32), <code>BIRTH_DATE</code>(best32), and <code>APPLICATION_DATE</code> (best32). Is there a way to use the <code>proc</code> procedure to search for all headers with contain ""_DATE"" and then change the format of all the results. So in this case we would end up with <code>NAME</code> (char32), <code>BIRTH_DATE</code>(date9), and <code>APPLICATION_DATE</code> (date9)</p>",Is there a way to search headers that contain a certain string in SAS then apply format changes to all of them,Is there a way to search headers that contain a certain string in SAS then apply format changes to all of them
170,26216392,"<p>just starting out on mongodb, got a question about best way to load in a domain</p>

<p>Here are my domain models</p>

<pre><code>    public class TeamModel
    {
       public string TeamId {get;set;}
       public string TeamName {get;set;}
       public IEnumerable&lt;PlayerModel&gt; Players {get; set; }
    }

    public class PlayerModel
    {
       public string PlayerId {get; set;}
       public string TeamId {get; set; }
       public string PlayerName {get; set;}
    }
</code></pre>

<p>Now here are my MongoDb Entities</p>

<pre><code>    public class Team
    {
       public string TeamId {get; set;}
       public string TeamName {get;set;}
    }

    public class Player
    {
       public string PlayerId {get; set;}
       public string TeamId {get; set; }
       public string PlayerName {get; set;}
    }
</code></pre>

<p>Now I dont want to have Player as an embedded document on team because not only can Players move teams often, but there are other querys that go against the Player Collection. What would be the best efficent way to load in the Domain models? Or would it involve two querys, one to get a team and then one query to get each player for that team?</p>",Mongodb Domain model,Mongodb Domain model
171,26216393,"<p>Is it possible to define a common autocompletechange envent for many inputs with jquery.</p>

<p>I have a table whose rows are dynamically added when the use click on an add button. It is a simple clone of the row. Each row contains several inputs. I started by coding an autocompletechange on the first row but I wonder if it is possible to keep only one autocompletechange to manage all inputs in row (inputs ids come to mind since I generate a new add when adding a row).</p>

<p>here is my code : </p>

<pre><code>jQuery('.item').on(""autocompletechange"", function (event, ui) {
    callAjaxMethod();
}
</code></pre>

<p>and here is the HTML:</p>

<pre><code>&lt;div class=""item""&gt;
    &lt;div class=""right""&gt;
        &lt;label&gt;Item&lt;/label&gt;
        &lt;div class=""input-box""&gt;
            &lt;input type=""text"" name=""item1-1"" value=""""
            id=""item1-1"" class=""input-text  item"" title=""Item"" /&gt;
        &lt;/div&gt;
    &lt;/div&gt;
&lt;/div&gt;
</code></pre>

<p>The <code>.item</code> is the class of the div containing the input. inputs will have as I said dynamic ids.</p>

<p>Now, when I add many rows in my table only the first input fire the event. Note that executing jQuery('.item') in the navigator console will return an array of all my inputs...</p>

<p>Is there an elegant way to do this ?</p>",Common autocompletechange event for many inputs with same class,Common autocompletechange event for many inputs with same class
172,26216398,"<p>I read a json in this way</p>

<pre><code>$app = json_decode($dati);
foreach($app-&gt;ambient as $mydata){
    foreach($mydata-&gt;layer as $mydata2){
         foreach($mydata2-&gt;layer_obj as $mydata3){
             if($mydata3-&gt;obj == ""ipcam""){   

             }
         }
    }
}
</code></pre>

<p>when I'm inside the <strong>if</strong> i should be able to change some variable of the object, I have tried in various ways, without success</p>

<p>The object $mydata3 is something like that</p>

<pre><code>{
  obj: ""ipcam"",
  indirizzo_locale: {
       ip: ""0.0.0.0"",
       port: ""80"",
       url: ""/test"",
       username: ""admin"",
       password: ""admin""
  },
  indirizzo_remoto: {
      ip: ""0.0.0.0"",
      port: ""80"",
      url: ""/test"",
      username: ""admin"",
      password: ""admin""
  }
} 
</code></pre>",Edit a json object from php,Edit a json object from php
173,26216407,"<p>Ok, this will sound just crazy.. Something very very, very strange is happening in the following code:</p>

<pre><code>treeTable = new TreeTable();

System.out.println(""table: "" + treeTable);

if(treeTable == null) {
    System.out.println(""omg how ?!"");
}
</code></pre>

<p>..And here is the output:</p>

<pre><code>table: null
</code></pre>

<p>And that's all! This is not fake!</p>

<p>What the hell I should do with this? In debugger I see that <code>null</code> value is assigned to <code>treeTable</code> immediately after <code>treeTable = new TreeTable();</code>.
Even stranger is that second println is not executed...
Am I really so much bad and lame in Java? How this can even happen??</p>

<p>Thanks in advance</p>",new operator returns null,new operator returns null
174,26216408,"<p>It's still in beta, but I can't get this info. I can't also get informations about user's quota.</p>",Is Google Cloud Save suitable for medium size files (1-10 Mb)?,Is Google Cloud Save suitable for medium size files (1-10 Mb)?
175,26216411,"<p>I'm developing a moodle site where I have to use an external service for authenticating users. This SSO service should be the only form of authentication.</p>

<p>The provider of the external service requires me to do use their login form on their server so I have to disable the moodle login form.</p>

<p>I have looked at the various authentication plugins but none of them seems to do exactly what I need them to do.</p>

<p>Thus far I think this is what I'm going to do:</p>

<ol>
<li>Change the login/index.php file so it does nothing but redirect the user to the external login form.</li>
<li>The SSO service heads back to a new page on my Moodle server that confirms the credentials supplied.</li>
<li>All relevant user data is collected from a SOAP webservice connected to the SSO service.</li>
<li>If the (unique) username provided by the SSO service exists in the mdl_users table the row is updated with the relevant user data.</li>
<li>If the username does not exist a new user is generated automatically
The user is then logged in to the Moodle site and headed to their front page.</li>
</ol>

<p>This is my first time working with Moodle so I have a few questions:</p>

<ol>
<li>How can I create a new user automatically? Is it enough just to add a new entry to mdl_users?</li>
<li>How do I sign a user in?</li>
<li>Can I make this sort of functionality as an authentication plugin or do I need to make a hack in the login/index.php file?</li>
<li>How do I disable the no longer needed parts of Moodle's own user management (i.e. password reset, user info fields that are collected from the SOAP service etc.)?</li>
</ol>

<p>I really hope you can help me :)</p>",Single Sign On in Moodle with external login form,Single Sign On in Moodle with external login form
176,26216414,"<p>it seems that angularjs embed some internationalized resources:</p>

<blockquote>
  <p>Angular supports i18n/l10n for date, number and currency filters.
  Additionally, Angular supports localizable pluralization support
  through the ngPluralize directive. All localizable Angular components
  depend on locale-specific rule sets managed by the $locale service.</p>
</blockquote>

<p>If found the <a href=""https://docs.angularjs.org/api/ng/service/$locale""><code>$locale</code> service</a> but don't kwnow how to specify the locale in fr-fr... </p>

<p>The following code :</p>

<pre><code>{{article.date_collected | date:'EEEE dd MMMM yyyy'}}
</code></pre>

<p>Gives :</p>

<blockquote>
  <p>Monday 06 October 2014</p>
</blockquote>

<p>But I want : </p>

<blockquote>
  <p>Lundi 06 Octobre 2014</p>
</blockquote>

<p>Any suggestions?</p>",angularjs filter 'date' and $locale service,angularjs filter 'date' and $locale service
177,26216417,"<p>I am trying to select a frame in a dojo page with the selenium method shown below is failing</p>

<pre><code>driver.switchTo().frame(target);
</code></pre>

<p>I have passed title attribute as my target value.
For the target i do not have id or name attributes, how could i pass the target value for the below element.</p>

<pre><code>&lt;iframe frameborder=""0"" title=""Universal Line Template Configuration"" style=""width:100%;height:100%;"" src=""/ucmadmin/ccmadmin-latest?name=universalLineTemplate&amp;key=a91ffd45-a34f-bc90-c159-1bef9e7c9921&amp;permission=3""&gt;
</code></pre>

<p>When i check by clicking a button in a dojo page, the selenium IDE is showing two operations for a single click, as shown below </p>

<pre><code>click     id=g_btnExpandAll_label
click     name=g_btnExpandAll
</code></pre>

<p>Is anything to be done apart from the line <code>driver.switchTo().frame(target);</code>?</p>",selectFrame is failing in Dojo pages when using selenium,selectFrame is failing in Dojo pages when using selenium
178,26216421,"<p>I am trying to send a file or folder to Desktop with Linux Command Prompt but I don't know how.
Please tell me what command can I use for this?</p>",How to send a file to Desktop with bash script?,How to send a file to Desktop with bash script?
179,26216423,"<p>I have a view controller that is presented to the user on application start up. Autolayout defines the position of on screen objects. This view controller is set to only support portrait using...</p>

<pre><code>- (NSUInteger)supportedInterfaceOrientations
{
  return UIInterfaceOrientationMaskPortrait;
}
</code></pre>

<p>Pressing a button causes the app to segue to a UINavigationController which supports all orientations. Now, when I rotate my phone the trace throws out the warning:</p>

<p>""Unable to simultaneously satisfy constraints.""</p>

<p>The constraint warnings that follow all relate to the hidden first view controller. The on-screen objects don't fit on the screen in the landscape orientation, hence the reason for the warning. It seems that supportedInterfaceOrientations is called on the UINavigationController and no longer called at all on the first view controller. This doesn't happen on iOS 7, I've only noticed it since upgrading to iOS 8.</p>

<p>So my questions are:</p>

<ol>
<li>Is there anyway to prevent this?</li>
<li>Does it matter (since there's no visible effect), will Apple reject an app on these grounds?</li>
</ol>

<p>Thanks.</p>",Unable to simultaneously satisfy constraints on a hidden view controller iOS,Unable to simultaneously satisfy constraints on a hidden view controller iOS
180,26216427,"<p>I am developing an application in which i am using angularjs at client side and java,spring at server side,all communication is in the form of JSON.</p>

<p>The problem i am getting is about security.
I have multiple roles, user can have and based on these roles,tabs on UI are visible or not.</p>

<p>If i use JSP then it is easy to use taglib for this problem because jsp is compiled at server and returned html will not have html section for hidden tabs and there is no way by which end-user can see these tabs or their URL part.</p>

<p>But how to solve this problem in angular based application because whatever code i write in angular file,user can change it by firebug etc. and can see the tabs and their URLs. </p>

<p>example : i have following in my html :</p>

<pre><code>&lt;a href=""users""&gt;Users&lt;/a&gt;
</code></pre>

<p>I want to hide this thing completely if user is not having required role.</p>

<p>One solution can be writing some directive but user can edit the script of this directive and can see this thing in html. </p>",angularjs secure role based tabs,angularjs secure role based tabs
