,id,creation_date,text,score
173,41440290,2014-10-15 23:44:40.287000+00:00,Have you tried passing an empty argument to the -i switch?  It appears to be required on the Mac version of sed.  See one of the comments on this answer: http://stackoverflow.com/a/5410784/153430,0
174,41440289,2014-10-15 23:44:37.347000+00:00,Are the missing values throughout the document or only at the end?,0
175,41440288,2014-10-15 23:44:26.943000+00:00,"True, but it's obvious the OP doesn't even know what private inheritance is doing either.",0
176,41440286,2014-10-15 23:44:13.107000+00:00,Just what I was about to say!,0
177,41440285,2014-10-15 23:44:11.073000+00:00,"@user342192 Are you validating dates and times?  If so, don't re-invent the wheel.  Check out `SimpleDateFormat`.",0
178,41440283,2014-10-15 23:43:59.117000+00:00,"In general there are two approaches to handling multiple updates to the same object - optimistic concurrency and pessimistic concurrency. You are trying to implement pessimistic concurrency.

This is a good post on it - http://stackoverflow.com/questions/617934/how-do-i-implement-pessimistic-locking-in-an-asp-net-application Here",0
179,41440281,2014-10-15 23:43:51.913000+00:00,"Doing it in `/etc/hosts` is only a workaround of course, you should do it directly in the network DNS somehow. How is platform-dependent.",0
180,41440280,2014-10-15 23:43:51.063000+00:00,"Gary - I don't believe so.  It should be able to accept an Int because the default syntax looks like
   view.backgroundColor = UIColor(red: 100/255.0, (and so on) )",0
181,41440279,2014-10-15 23:43:47.387000+00:00,that is what i am doing now but i asked this question because before it was working like this but now it its not and i wanted to know why it is not working now,0
182,41440278,2014-10-15 23:43:44.997000+00:00,"Just for kicks: A [CSS-only countdown](http://jsfiddle.net/troygizzi/mcLwhxnu/)! :-D ...but oh, the ugliness when scaled to 90 seconds instead of just 3...",1
183,41440277,2014-10-15 23:43:44.800000+00:00,@MShack - have you got `position: relative` on the element it self? `position: relative` cannot be in the keyframes... Does it look exactly like my example?,0
184,41440276,2014-10-15 23:43:43.330000+00:00,"PSL, you are all over it as usual. I think the extend example works for me. Post it as the answer for the points. Thank you.",0
185,41440274,2014-10-15 23:43:35.410000+00:00,@SchizoidSpag It would be harder for private inheritance to cause a disaster.,0
186,41440273,2014-10-15 23:43:22.220000+00:00,possible duplicate of [What is a NullReferenceException and how do I fix it?](http://stackoverflow.com/questions/4660142/what-is-a-nullreferenceexception-and-how-do-i-fix-it),0
187,41440271,2014-10-15 23:43:13.833000+00:00,"To make a dropdown that insert a placeholder instead of text. I put the question on the title, I will edit my post as well",0
188,41440270,2014-10-15 23:43:10.077000+00:00,"UTF-8 is not locale-dependent. It can represent any Unicode codepoint, used by any language. I don't think the problem lies in the conversion performed by `wcout`. I'd check two things. First, whether the string literal makes its way into the binary intact. Do `wcout << (int)L'П';` - this should print `1055`; if it doesn't, the character is mangled by the compiler. Second, whether the console is set up to display non-English characters. Redirect output to a file, examine it with hex viewer. Cyrillic `'П'` should be represented as two bytes `D0 9F`",2
189,41440269,2014-10-15 23:43:08.357000+00:00,"@DavidWallace `myString.matches(""0*([1-9]|[12][0-9]|3[01])"")` for leading zeros?",0
190,41440268,2014-10-15 23:43:03.427000+00:00,"Vector2 is a class. If Vector2 were a struct, that wouldn't explain how the three `new` above were allocated, but the `new` in the operator overloads weren't.",0
191,41440267,2014-10-15 23:43:00.803000+00:00,"One more question, what if i wanted to do the same thing but instead of 1-31 i wanted 1-59",0
192,41440265,2014-10-15 23:42:58.863000+00:00,"@DavidRR: You're right. And the browser needs the redirect because the name resolution has to happen from inside `directory` (otherwise, `image.png` in `http://hostname/directory` would point to `http://hostname/image.png`).
I was just saying that the distinction between a file and a directory may not be very important from the user's point of view.",1
193,41440262,2014-10-15 23:42:46.687000+00:00,@Keith Actually this feature has got changed from 3.2 to 3.4 as is evident from a user response at https://theantlrguy.atlassian.net/wiki/display/ANTLR3/Five+minute+introduction+to+ANTLR+3,0
194,41440259,2014-10-15 23:42:32.923000+00:00,"as an aside, for completeness it is also good idea to throw an exception if toIndex < fromIndex.",0
195,41440258,2014-10-15 23:42:31.577000+00:00,@BrianDishaw that is what i am using now instead of declaring a variable but before it was working fine but now it is not so that is why i am confused,0
196,41440257,2014-10-15 23:42:28.993000+00:00,i've tried and shown him and had argue with him :) thanks for helping :),0
197,41440256,2014-10-15 23:42:25.373000+00:00,To try to figure out whether the issue is the jquery attaching the function to the correct place or the ajax post function. Add an alert(); to where I've written //code here and see if that fires.,0
198,41440255,2014-10-15 23:42:24.383000+00:00,I just tested it some more. It looks like the only thing not working is `Private Sub Workbook_Open()` and `Private Sub Workbook_BeforeClose()` Also `Option Explicit` seems to deactivate the code all together,0
199,41440253,2014-10-15 23:42:20.467000+00:00,"You're privately inheriting, which is an ugly form of composition. std::string doesn't have a virtual destructor, so any attempt at public inheritance could lead to disaster.  Furthermore, you also have a string data member in addition to the private inheritance.  That's wasteful.  Just write a wrapper around it with your added functionality.",1
