,score,creation_date,body
49,3.0,2009-08-30 17:17:27.243000+00:00,"<p>ok, <a href=""http://back2dos.de/grid/?worldsize=10000"" rel=""nofollow noreferrer"">this</a> should show you can really get another category of numbers with other aproaches ...</p>

<p>the limit here is not the number of stars, the limit is density, i.e. the number of stars visible at the same time ... with text disabled, i can get up to 700 @ 30fps, on a Core2Duo, with quite a recent version of the debug player ...</p>

<p>i realized, flash player is not very good at clipping ... and that actually, using the most simple way, you spend a whole lot of time moving around objects, that are far from being visible ...</p>

<p>to really be able to optimize things, i chose to use MVC here ... not in the classic bloated way ... the idea is to handle the model, and if any elements are visible, create views for them ...</p>

<p>now the best aproach is to build up a <strong>spatial tree</strong> ... </p>

<ol>
<li>you have leaves, containing objects, and nodes containing leaves or nodes</li>
<li>if you add an object to a leaf and it surpases a certain size, you turn it into a node with n<code>x</code>n leaves, redestributing its children between </li>
<li>any object added to the background will be added to a grid, determined by the object's coordinates ... grids are created just-in-time, an start off as leaves</li>
</ol>

<p>the big advantage of this is, that you can quickly isolate the visible nodes/leaves.
in each iteration, only the nodes/leaves which either turn visible, or are already visible (and may become invisible), are interesting. you need not do any updates in the rest of the tree. after finding all the visible objects, you create views for objects that turn visible, update the position of those that simply stay visible, and destroy views for objects that become invisible ...</p>

<p>this saves an awful lot of everything ... memory and computation power ...
if you try with a huge world size (100000), you will see, that you run out of RAM quickly, long before CPU does anything ... instantiating 500000 stars uses 700MB ram, with about 50 stars visible, running at 70 fps without any tremendous CPU usage ...</p>

<p>the engine is just a proof of concept ... and code looks awful ... the only feature i am currently proud about is, that it supports object to occupate a certain area, which is why an object can be part of several leafs ... i think, this is something i will remove though, because it should give me a great speed up ... you also see, it stalls a little, while adding stars, which happens, when leafs flip to nodes ...</p>

<p>i am quite sure, this is not the best way for a spatial subdivision tree, it's just that everything i found seemed kind of useless to me ... probably someone who studied (and understood) CS, can refine my approach ... :)</p>

<p>other than that, i used an object pool for the views, and <a href=""http://haxe.org"" rel=""nofollow noreferrer"">Haxe</a>, since it performs better ... a thing that probably is not so clever, is to move all the views individually, instead of putting them on one layer and moving that around ...</p>

<p>some people also render things into <code>BitmapData</code>s manually, to gain performance, which seems to work quite well (just can't find the question right now) ... you should however consider using <code>copyPixels</code> instead of <code>draw</code> ...</p>

<p>hope this helps ... ;)</p>

<hr>

<p><strong>edit:</strong> i decided to turn my detailed answer into a <a href=""http://back2dos.wordpress.com/category/uncategorized/"" rel=""nofollow noreferrer"">blog post</a> ... have fun reading ... ;)</p>

<hr>"
50,1.0,2014-02-27 06:43:54.350000+00:00,"<p>Client side javascript validation is not manditory. It just prevents the client (whose JS is enabled) to submit or reload the page. Server side validation is the most important as JS validation can be bypassed by simply turning off JS. The JavaScript Validation should never be relied alone. </p>

<p>The PHP Validation (server Side Validation) is robest &amp; cant be manipulated by the client. If its not implemented, you may end up with worse data &amp; more worse will be SQL Injection. So in practive we tend to use both JS &amp; PHP validation together </p>"
51,4.0,2013-03-05 17:06:31.817000+00:00,"<p>Yes, you're missing something
You should try testing your server with something else than a full-blown web browser. try <code>curl</code> for example.</p>

<p>Chrome does a lot of other things than doing what you told it to do.</p>"
52,0.0,2014-08-29 16:05:10.117000+00:00,"<p>You are doing couple of things wrong here.</p>

<ul>
<li><p>Don't leave exception blocks empty. It hides all the error. Use Log.e to print that.</p></li>
<li><p>Don't use System.out.println. Use Log.* only for logging. </p></li>
<li><p>Don't use AsyncTask to upload your file. Use IntentService Instead. And using localbroadcastmanager broadcast upload events for your activity to listen. It will be more configuration change friendly.</p></li>
<li><p>Instead of doing all this file upload sorcery yourself. Use httpmime library instead. It works simply awesome on android. I have my apps on production using this. Something like this you have to do.</p>

<pre><code>    HttpClient client = new DefaultHttpClient();
    HttpPost post = new HttpPost(urlToUpload);

    MultipartEntity entity = new MultipartEntity();

    Bitmap bmp = BitmapFactory.decodeFile(sourceFileUri);
    ByteArrayOutputStream bos = new ByteArrayOutputStream();
    bmp.compress(CompressFormat.JPEG, 50, bos);
    InputStream in = new ByteArrayInputStream(bos.toByteArray());
    ContentBody imageContent = new InputStreamBody(in, ""image/jpeg"", sourceFile.getName());

    entity.addPart(""file"", imageContent);
    post.setEntity(entity);

    HttpResponse response = client.execute(post);
</code></pre></li>
<li><p>You will have your everything in 'response' for you to read.</p>

<pre><code> String responseBody = EntityUtils.toString(response.getEntity());
</code></pre></li>
<li><p>From here you can download this library <a href=""http://repo1.maven.org/maven2/org/apache/httpcomponents/httpmime/4.2.5/"" rel=""nofollow"">http://repo1.maven.org/maven2/org/apache/httpcomponents/httpmime/4.2.5/</a></p></li>
</ul>"
53,6.0,2010-10-29 20:43:04.993000+00:00,"<p>perl6 is still a work in progress, so even though perl6 has much improved support for functional programming at the language level (see <a href=""http://perlgeek.de/blog-en/perl-5-to-6/28-currying.html"" rel=""noreferrer"">perlgeek.de on currying in perl6</a>, for example), you'll probably want to start now with perl5 so you can get to work with what's out there. i recommend looking into cpan for higher-level library support...Array::Utils and others (there's a lot!)</p>"
54,1.0,2011-08-07 00:41:34.960000+00:00,"<p>Did you check permissions/owner?</p>

<p>From the PHP manual: Note: The results of this function are cached.</p>"
55,0.0,2012-11-05 12:01:48.007000+00:00,"<p>Try this: </p>

<pre><code>SELECT user_name, pourcentage_c, pourcentage_m, id_user,  
       COUNT(1) AS crtitique, COUNT(1) AS majeur
FROM stat_alert  
LEFT OUTER JOIN user_qdf ON user_qdf.id = id_user  
GROUP BY id_user, TYPE 
</code></pre>"
56,2.0,2012-11-26 05:27:06.513000+00:00,"<p>Try this:</p>

<pre><code>$classInterest = (isset($_POST['classInterest']) &amp;&amp; $_POST['classInterest'] == 'Yes') ? ""Interested in Classes in "" . $yourCity : '';
</code></pre>

<p><strong>EDIT</strong></p>

<p><a href=""http://blog.gerv.net/2006/10/firefox_reload_behaviour/"" rel=""nofollow"">http://blog.gerv.net/2006/10/firefox_reload_behaviour/</a> read the article and first comment by Jason</p>"
57,1.0,2013-07-26 22:06:23.810000+00:00,"<p>Use operator.itemgetter:</p>

<pre><code>from operator import itemgetter
key1 = itemgetter(""Name1"")
key2 = itemgetter(""label"")
key3 = itemgetter(""Status1"")
for record in b: # this is the longer list of dicts
    k = key1(record)
    for record2 in a: #this is the shorter one
        if key2(record2) == k:
            record2['Status1'] = key3(record)

print a
</code></pre>

<p>Outputs:</p>

<pre><code>[{u'score': 0, 'Status1': u'Delayed', u'id': 217110, u'label': u'Business A'}, {u'score': 0, 'Status1': u'Open', u'id': 217111, u'label': u'Business B'}, {u'score': 0, 'Status1': u'Closed', u'id': 217112, u'label': u'Business Yada Yada'}]
</code></pre>"
58,0.0,2014-05-19 12:46:48.720000+00:00,"<p>I think your problem is that you are not separating your items, so your SQL ends up looking like:</p>

<pre><code>select * 
from lady_cloth 
where color in('blue,red')
</code></pre>

<p>Whereas what you would really want is </p>

<pre><code>select * 
from lady_cloth 
where color in('blue','red')
</code></pre>

<p>If you are using SQL Server 2008 or later then I would recommend using <a href=""http://msdn.microsoft.com/en-us/library/bb675163%28v=vs.110%29.aspx"" rel=""nofollow"">table-valued parameters</a>. The first step would be to create your type:</p>

<pre><code>CREATE TYPE dbo.StringList TABLE (Value NVARCHAR(MAX));
</code></pre>

<p>I tend to just create generic types that can be easily reused, but this would be your call.</p>

<p>Then in your method you would need to split your values into an array and add them to a datatable:</p>

<pre><code>var colourTable = new DataTable();
colourTable.Columns.Add(""Value"", typeof(string));
var colours = Request.QueryString[""vaL1""].Split(',');
for (int i = 0; i &lt; colours.Length; i++)
{
    var newRow = colourTable.NewRow();
    newRow[0] = colours[i];
    colourTable.Rows.Add(newRow);
}
</code></pre>

<p>You can then add this table to your command as a parameter:</p>

<pre><code>string sql = ""SELECT * FROM lady_clock WHERE Color IN (SELECT Value FROM @Colours)""
cmd = new SqlCommand(sql, con);
var parameter = new SqlParameter(""@Colours"", SqlDbType.Structured);
parameter.Value = colourTable;
parameter.TypeName = ""dbo.StringList"";
cmd.Parameters.Add(parameter);
</code></pre>

<p>Finally, You can reduce your code by just initialising the SqlDataAdapter with your SQL and connection:</p>

<pre><code>public void grid()
{

    var colourTable = new DataTable();
    colourTable.Columns.Add(""Value"", typeof(string));
    var colours = Request.QueryString[""vaL1""].Split(',');
    for (int i = 0; i &lt; colours.Length; i++)
    {
        var newRow = colourTable.NewRow();
        newRow[0] = colours[i];
        colourTable.Rows.Add(newRow);
    }
    string sql = ""SELECT * FROM lady_clock WHERE Color IN (SELECT Value FROM @Colours)""
    DataSet ds3 = new DataSet();
    using (var adapter = new SqlDataAdapter(sql, con))
    {
        var parameter = new SqlParameter(""@Colours"", SqlDbType.Structured);
        parameter.Value = colourTable;
        parameter.TypeName = ""dbo.StringList"";
        adapter.Parameters.Add(parameter);
        con.Open();
        da1.Fill(ds3);
    } 
    if (ds3.Tables[0].Rows.Count &gt; 0)
    {
        GridView1.DataSource = ds3;
        GridView1.DataBind();
    }
    else
    {

    }
}
</code></pre>"
59,0.0,2013-06-04 14:19:22.393000+00:00,"<p>Try setting a 'default' <code>background-color</code>, so no gradient for IE10</p>

<pre><code>.color2 {
//your gradient background-colors
background-color: red; /*IE10 fallback */
//rest of code
}
</code></pre>"
60,33.0,2012-01-30 16:46:58.090000+00:00,"<p>Search path is indeed what you want:</p>

<pre><code>% create schema blarg;
% set search_path to blarg;
% create table foo (id int);
% \d
       List of relations
 Schema | Name | Type  | Owner 
--------+------+-------+-------
 blarg  | foo  | table | pgsql
</code></pre>"
61,2.0,2013-06-15 18:53:50.053000+00:00,"<p>Below is a simplistic, and perhaps slow, example of counting individual letters (and some other characters) in a document.</p>

<pre><code>Sub CountChars()
    Dim iCount(57) As Integer
    Dim x As Integer
    Dim iTotal As Integer
    Dim iAsc As Integer

    Application.ScreenUpdating = False
    iTotal = ActiveDocument.Range.Characters.Count

    For x = 1 To iTotal
        iAsc = Asc(ActiveDocument.Range.Characters(x))
        If iAsc &gt;= 65 And iAsc &lt;= 122 Then
        iCount(iAsc - 65) = iCount(iAsc - 65) + 1
        End If
    Next x
    For x = 0 To 57
        Debug.Print x, iCount(x)
    Next x
    Application.ScreenUpdating = True
End Sub
</code></pre>

<p>Change to </p>

<pre><code>Debug.Print Chr(x + 65), iCount(x)
</code></pre>

<p>to display the characters themselves.</p>

<p>It may be possible to use <code>Find</code> (somehow) to count occurrences of characters; otherwise it would require Regex.</p>

<p>Alternative using Replace:</p>

<pre><code>'Tools, References: Microsoft Scripting Runtime
Sub CountCharsWithReplace()
    Dim doc As Document
    Dim rDupe As Range
    Dim dicChars As Scripting.Dictionary
    Dim s As String
    Dim iTotalChars As Integer
    Dim iTempChars As Integer
    Dim iDiff As Integer
    Dim n As Integer
    Dim blnExec As Boolean
    Dim lett As Variant
    Application.ScreenUpdating = False
    Set doc = ActiveDocument
    iTotalChars = doc.Range.Characters.Count
    Set rDupe = doc.Range
    Set dicChars = New Scripting.Dictionary
    Do While rDupe.Characters.Count &gt; 1
        s = rDupe.Characters(1).Text
        blnExec = rDupe.Find.Execute(s, , , , , , , , , """", wdReplaceAll)
        iTempChars = doc.Range.Characters.Count
        iDiff = iTotalChars - iTempChars
        iTotalChars = iTempChars
        If Asc(s) &gt;= 65 And Asc(s) &lt;= 122 Then
            dicChars.Add s, iDiff
        End If
        n = n + 1
    Loop
    ActiveDocument.Undo Times:=n
    Application.ScreenUpdating = True
    For Each lett In dicChars.Keys
        Debug.Print lett, dicChars(lett)
    Next lett
End Sub
</code></pre>"
62,0.0,2011-12-21 07:37:34.373000+00:00,"<p>You need to make some form of path with a list of points, and then move the ""pencil"" from the first to the last.
Read about linked lists in java, it's easy and everything will be clear. The only problem is making the path. You might have to write some tool in your pc to transform images into paths.
Another way to achieve this effect, but a bit bolder, is to pick random points in the edges of the picture, sort them, and then move the pencil from the beginning to the end.</p>"
63,1.0,2013-08-13 15:07:17.870000+00:00,"<p>Totally failed to actually write the link in the comment. Here are some tips for speeding up your site: <a href=""https://stackoverflow.com/a/16240746/1037489"">https://stackoverflow.com/a/16240746/1037489</a> And of course, the prebuilt version is the one to use, should be much faster. Click-to-build command is your friend. Make sure you have a source enlistment to be able to use it. </p>"
64,5.0,2011-06-06 06:21:33.720000+00:00,"<p>No there is problem with throwing a <code>char</code> array. Just that you should receive as,</p>

<pre><code>catch(const char* const errorMessage) {...}
</code></pre>

<p>1st <code>const</code> is to add ability to receive any <code>char</code> array <code>char*</code> <code>const char*</code> <code>char[]</code> <code>const char[]</code></p>

<p>2nd <code>const</code> is to specify that <code>errorMessage</code> is not intended to change within <code>catch</code> block</p>"
65,5.0,2013-05-28 18:30:36.443000+00:00,"<p>This is a generic method (based on another SO answer which I can't find) which you can call on any enum.
By the way, the Browsable attribute is already defined in System.ComponentModel.
For example:</p>

<pre><code>ComboBox.DataSource = EnumList.Of&lt;DomainTypes&gt;();

...

public class EnumList
{
    public static List&lt;T&gt; Of&lt;T&gt;()
    {
        return Enum.GetValues(typeof(T))
            .Cast&lt;T&gt;()
            .Where(x =&gt; 
                {
                    BrowsableAttribute attribute = typeof(T)
                        .GetField(Enum.GetName(typeof(T), x))
                        .GetCustomAttributes(typeof(BrowsableAttribute),false)
                        .FirstOrDefault() as BrowsableAttribute;
                    return attribute == null || attribute.Browsable == true;
                }
            )
        .ToList();
    }
}
</code></pre>"
66,9.0,2010-04-18 23:45:24.540000+00:00,"<p>Yes, Sun can (Oracle now, I guess):</p>

<p><a href=""http://www.netlib.org/fdlibm/"" rel=""noreferrer"">fdlibm</a>, the ""freely distributable math library"", has <a href=""http://www.netlib.org/fdlibm/e_sqrt.c"" rel=""noreferrer"">sqrt</a> and <a href=""http://www.netlib.org/fdlibm/e_pow.c"" rel=""noreferrer"">pow</a>, along with many other math functions. </p>

<p>They're fairly high-tech implementations, though, and of course nothing is ever the ""most efficient"" implementation of something like this. Are you after source code to get it done, or are you really not so much looking for <code>pow</code> and <code>sqrt</code>, but actually looking for an education in floating-point algorithms programming?</p>"
67,2.0,2014-08-27 13:51:10.267000+00:00,"<p>Assuming you get a valid JSON array, a custom converter with JSON.NET would work as well:</p>

<pre><code>public class TupleConverter : JsonConverter
{
    public override void WriteJson(JsonWriter writer, object value, JsonSerializer serializer)
    {
        throw new NotImplementedException();
    }

    public override bool CanWrite
    {
        get { return false; }
    }

    public override bool CanConvert(Type objectType)
    {
        return objectType == typeof(List&lt;Tuple&lt;string, string&gt;&gt;);
    }

    public override object ReadJson(
        JsonReader reader,
        Type objectType,
        object existingValue,
        JsonSerializer serializer)
    {
        List&lt;Tuple&lt;string, string&gt;&gt; result = null;

        if (reader.TokenType == JsonToken.StartArray)
        {            
            JArray deserialized = JArray.Load(reader);
            result = new List&lt;Tuple&lt;string, string&gt;&gt;(deserialized.Count);

            foreach (var token in deserialized)
            {
                if (token.Type == JTokenType.Object)
                {
                    result.Add(Tuple.Create(
                        token[""name""].ToObject&lt;string&gt;(),
                        token[""value""].ToObject&lt;string&gt;()));
                }
            }
        }

        return result;
    }
}
</code></pre>

<p>Usage:</p>

<pre><code>List&lt;Tuple&lt;string, string&gt;&gt; result = 
    JsonConvert.DeserializeObject&lt;List&lt;Tuple&lt;string, string&gt;&gt;&gt;(json, new TupleConverter());
</code></pre>

<p><strong>Example:</strong> <a href=""https://dotnetfiddle.net/TEbNsH"" rel=""nofollow"">https://dotnetfiddle.net/TEbNsH</a></p>"
68,2.0,2013-02-25 14:20:27.623000+00:00,"<p>Figured it out.  Here is simplified version.</p>

<pre><code>&lt;mx:AdvancedDataGrid 
    id=""myDatagrid""&gt;
&lt;mx:columns&gt;
    &lt;mx:AdvancedDataGridColumn 
            dataField=""Full_Name""&gt;
    &lt;/mx:AdvancedDataGridColumn&gt;
&lt;/mx:columns&gt;
&lt;mx:rendererProviders&gt;
    &lt;mx:AdvancedDataGridRendererProvider 
            renderer=""{rendererFactory}""
            columnSpan=""0""
            columnIndex=""0""
            depth=""2""/&gt;
    &lt;mx:AdvancedDataGridRendererProvider
            renderer=""{anotherFactory}""
            columnIndex=""0""
            columnSpan=""0""
            depth=""1""/&gt;
&lt;/mx:rendererProviders&gt;
</code></pre>

<p></p>

<p>If you change {rendererFactory} (updating existing or creating new), it will not trigger refresh.  After making changes to the factory, i did myDatagrid.rendererProviders=myDatagrid.rendererProviders and that triggered the update and recycled the renderers.</p>"
69,0.0,2014-07-31 19:39:54.170000+00:00,"<p>The best solution probably depends on what exactly you mean by ""a merge operation"". </p>

<p>If what you mean is that you want to insert entities from the set (table, csv-file or whatever) <code>A</code> which aren't already present in set <code>B</code>, you could </p>

<ol>
<li>define suitable <code>GetHashCode</code> and <code>Equals</code> methods for your entities</li>
<li>read all existing records in <code>B</code> into memory in one go (assuming they fit in memory), putting them in a <code>HashSet h</code></li>
<li>read all entities from <code>A</code>, calculate <code>A\h</code>, which should be very fast, and then insert <code>A\h</code> into <code>B</code>, possibly using the bulk insert library.</li>
</ol>

<p>The key here is to avoid having to do database lookups for each element in <code>A</code>.</p>"
70,0.0,2013-10-15 13:15:47.867000+00:00,"<p>Turns out all I needed to make it work were these two lines of code:</p>

<pre><code>stage.scaleMode = StageScaleMode.SHOW_ALL;
stage.align = """";
</code></pre>"
71,3.0,2012-05-08 12:31:44.190000+00:00,"<p>You cannot change the initial key name of an <a href=""http://aws.amazon.com/ec2/"" rel=""nofollow noreferrer"">Amazon EC2</a> instance as shown in the <a href=""http://aws.amazon.com/console/"" rel=""nofollow noreferrer"">AWS Management Console</a>.</p>

<p>However, as you've already explored, it is not a problem to add another key for every day usage and won't be a problem in the long run either; in fact, you could also delete the former key pair via the AWS Management Console with zero impact on your already created instances, please see Eric Hammond's answer to <a href=""https://serverfault.com/a/382137/10305"">consequences of deleted key pair on ec2 instance</a> for more details on the subject matter.</p>"
72,1.0,2012-07-11 19:00:43.057000+00:00,"<pre><code>setInterval(function() {
    CountdownAnzeigen('2012-07-16 12:20:00');
}, 1000);
</code></pre>"
73,6.0,2013-06-11 10:46:54.087000+00:00,"<p>Most likely the project was imported into IDEA, but it's not a pure Java project.</p>

<p>Note that non-Java projects cannot be imported from the existing sources using the Import option.</p>

<p>You should create a new project, select the appropriate module type and then point to the existing directory with the code when creating the module.</p>

<p>Other options are to import from Maven/Eclipse/Gradle.</p>

<p>There is a <a href=""http://youtrack.jetbrains.com/issue/IDEA-91446"" rel=""noreferrer"">known issue logged</a>.</p>

<p>If it's not the case, please share a sample project (zipped) that will reproduce the problem.</p>"
74,0.0,2013-06-06 08:19:40.273000+00:00,"<p>Share the code you are using plz. The description is very brief. BTW, you can have a look at this link <a href=""https://stackoverflow.com/questions/10259776/how-to-save-state-with-onsaveinstancestate-and-onrestoreinstancestate-while-orie"">how to save state with onSaveInstanceState and onRestoreInstanceState while orientation change</a></p>"
75,2.0,2011-06-11 13:27:29.233000+00:00,"<p>Check out the jQuery hotkeys plugin</p>

<p><a href=""http://plugins.jquery.com/project/hotkeys"" rel=""nofollow"">http://plugins.jquery.com/project/hotkeys</a></p>"
76,3.0,2010-09-28 11:26:20.690000+00:00,"<p>I'm using <a href=""http://mvcextensions.codeplex.com/SourceControl/changeset/view/f71bcadf0e76#Trunk%2fSample%2fDemo.Web.Common%2fModels%2fProductEditModel.cs"" rel=""nofollow"">MvcExtensions</a>. One of the features is a nice way to describe metadata like this:</p>

<pre><code>public class ProductEditModelConfiguration : 
  ModelMetadataConfiguration&lt;ProductEditModel&gt;
{
  public ProductEditModelConfiguration()
  {
    Configure(model =&gt; model.Id).Hide();
    Configure(model =&gt; model.Name)
      .DisplayName(() =&gt; LocalizedTexts.Name)
      .Required(() =&gt; LocalizedTexts.NameCannotBeBlank)
      .MaximumLength(64, () =&gt; 
        LocalizedTexts.NameCannotBeMoreThanSixtyFourCharacters);
  }
}
</code></pre>

<p>Neat thing is - this allows to use resources for localization in strongly typed fashion.</p>

<p>Drawback for using this - there's bunch of other things bundled which You might not want to use.</p>"
77,36.0,2013-10-24 03:24:07.620000+00:00,"<p>As José Valim said, you can call <code>clear</code> inside iex.</p>

<pre><code>    iex&gt; h clear/0
    * def clear()

    Clear the console screen.
</code></pre>"
78,4.0,2010-06-30 10:56:27.370000+00:00,"<p>You can change culture for thread:</p>

<pre><code> System.Globalization.CultureInfo culture = new System.Globalization.CultureInfo(""es-ES"");
 System.Threading.Thread.CurrentThread.CurrentCulture = culture;
 System.Threading.Thread.CurrentThread.CurrentUICulture = culture;
</code></pre>"
79,1.0,2013-11-24 00:46:31.243000+00:00,"<p>I think the best way to explain why this problem occurs is to go through what is happening step-by-step:</p>

<ol>
<li>The main window is built.</li>
<li>The user clicks either the <code>pe</code> button or the <code>ep</code> button.</li>
<li>The <code>convert</code> function, which each button is hooked up to, is invoked.</li>
<li>The function runs through to this line: <code>money = float( money.get() )</code>.</li>
<li>Since the user hasn't entered anything yet, <code>money.get()</code> returns an empty string.  Empty strings cannot be made into floats, so a <code>ValueError</code> is thrown.</li>
</ol>

<p>So, summed up, the problem is that you are not adding any safeties for if <code>money.get</code> returns a string that cannot be converted into a float (i.e. an empty string, a string with letters in it, etc.).</p>

<hr>

<p>You can create a safety like this:</p>

<pre><code>try:
    money = float(money.get())
except ValueError:
    pass
</code></pre>

<p>or, like this:</p>

<pre><code>money = money.get()
if money.isdigit():
    money = float(money)
</code></pre>

<p>Regardless of how you choose to solve this problem, you need to do <em>something</em> for when the return value of <code>money.get</code> cannot be converted into a float.</p>"
80,1.0,2010-12-07 21:18:44.187000+00:00,"<p>I suspect that the PDFs in question are ""web enabled"", AKA ""linearized""... possibly including the ones with the ""page 2 bug"".</p>

<p>Basically, a linearized PDF has a bunch of ""hints"" at the beginning of the file giving byte offsets to various relevant bits, particularly the byte range needed to display the first page (which is required to be at the front of the PDF).</p>

<p>Requests to read these byte ranges may be broken up into any number of HTTP requests (including ""one"").  It's not particularly odd that iframe &amp; object tags behave differently.  In one case, the PDF gets an entire window to itself, in the other it must share with HTML content: however thinly wrapped, it <em>is</em> wrapped.</p>

<hr>

<p>Alternatively, one of the requests could be for the beginning of the PDF rather than the entire thing, again related to linearized PDFs (attempting to determine if the PDF is linearized, then reading the whole thing).</p>

<hr>

<p>In either of the above cases, this is normal behavior.  OTOH, if it's requesting the entire PDF twice, that's A Bad Thing... quite possibly a bug in the PDF plugin.</p>"
81,11.0,2010-09-02 18:56:59.687000+00:00,"<p>Sure, but you might want to rewrite it as</p>

<pre><code>public IEnumerable&lt;Shape&gt; OnlyBox
{
    get { return this.Where(x =&gt; x.ShapeType == ShapeType.Box); }
}
</code></pre>

<p>which does the exact same thing.</p>"
