,id,body,title,title
38,30081275,"<p>It is my understanding that the <code>range()</code> function, which is actually <a href=""https://docs.python.org/3/library/stdtypes.html#typesseq-range"" rel=""noreferrer"">an object type in Python 3</a>, generates its contents on the fly, similar to a generator. </p>

<p>This being the case, I would have expected the following line to take an inordinate amount of time, because in order to determine whether 1 quadrillion is in the range, a quadrillion values would have to be generated: </p>

<pre><code>1000000000000000 in range(1000000000000001)
</code></pre>

<p>Furthermore: it seems that no matter how many zeroes I add on, the calculation more or less takes the same amount of time (basically instantaneous). </p>

<p>I have also tried things like this, but the calculation is still almost instant: </p>

<pre><code>1000000000000000000000 in range(0,1000000000000000000001,10) # count by tens
</code></pre>

<p>If I try to implement my own range function, the result is not so nice!! </p>

<pre><code>def my_crappy_range(N):
    i = 0
    while i &lt; N:
        yield i
        i += 1
    return
</code></pre>

<p>What is the <code>range()</code> object doing under the hood that makes it so fast? </p>

<hr>

<p><a href=""https://stackoverflow.com/a/30081318/2437514"">Martijn Pieters' answer</a> was chosen for its completeness, but also see <a href=""https://stackoverflow.com/a/30081894/2437514"">abarnert's first answer</a> for a good discussion of what it means for <code>range</code> to be a full-fledged <em>sequence</em> in Python 3, and some information/warning regarding potential inconsistency for <code>__contains__</code> function optimization across Python implementations. <a href=""https://stackoverflow.com/a/30088140/2437514"">abarnert's other answer</a> goes into some more detail and provides links for those interested in the history behind the optimization in Python 3 (and lack of optimization of <code>xrange</code> in Python 2). Answers <a href=""https://stackoverflow.com/a/30081467/2437514"">by poke</a> and <a href=""https://stackoverflow.com/a/30081470/2437514"">by wim</a> provide the relevant C source code and explanations for those who are interested. </p>","Why is ""1000000000000000 in range(1000000000000001)"" so fast in Python 3?","Why is ""1000000000000000 in range(1000000000000001)"" so fast in Python 3?"
39,9270734,"<p>I had a problem with my mac where I couldn't save any kind of file on the disk anymore.
I had to reboot OSX lion and reset the permissions on files and acls.</p>

<p>But now when I want to commit a repository I get the following error from ssh:</p>

<pre><code>Permissions 0777 for '/Users/username/.ssh/id_rsa' are too open.
It is recommended that your private key files are NOT accessible by others.
This private key will be ignored.
</code></pre>

<p>What permissions levels should i give to the id_rsa file?</p>","ssh ""permissions are too open"" error","ssh ""permissions are too open"" error"
40,8547778,"<p>Suppose <code>a1</code>, <code>b1</code>, <code>c1</code>, and <code>d1</code> point to heap memory, and my numerical code has the following core loop.</p>
<pre><code>const int n = 100000;

for (int j = 0; j &lt; n; j++) {
    a1[j] += b1[j];
    c1[j] += d1[j];
}
</code></pre>
<p>This loop is executed 10,000 times via another outer <code>for</code> loop. To speed it up, I changed the code to:</p>
<pre><code>for (int j = 0; j &lt; n; j++) {
    a1[j] += b1[j];
}

for (int j = 0; j &lt; n; j++) {
    c1[j] += d1[j];
}
</code></pre>
<p>Compiled on MS <a href=""http://en.wikipedia.org/wiki/Visual_C++#32-bit_versions"" rel=""noreferrer"">Visual C++ 10.0</a> with full optimization and <a href=""http://en.wikipedia.org/wiki/SSE2"" rel=""noreferrer"">SSE2</a> enabled for 32-bit on a <a href=""http://en.wikipedia.org/wiki/Intel_Core_2"" rel=""noreferrer"">Intel Core 2</a> Duo (x64), the first example takes 5.5 seconds and the double-loop example takes only 1.9 seconds. My question is: (Please refer to my rephrased question at the bottom)</p>
<p>PS: I am not sure if this helps:</p>
<p>Disassembly for the first loop basically looks like this (this block is repeated about five times in the full program):</p>
<pre><code>movsd       xmm0,mmword ptr [edx+18h]
addsd       xmm0,mmword ptr [ecx+20h]
movsd       mmword ptr [ecx+20h],xmm0
movsd       xmm0,mmword ptr [esi+10h]
addsd       xmm0,mmword ptr [eax+30h]
movsd       mmword ptr [eax+30h],xmm0
movsd       xmm0,mmword ptr [edx+20h]
addsd       xmm0,mmword ptr [ecx+28h]
movsd       mmword ptr [ecx+28h],xmm0
movsd       xmm0,mmword ptr [esi+18h]
addsd       xmm0,mmword ptr [eax+38h]
</code></pre>
<p>Each loop of the double loop example produces this code (the following block is repeated about three times):</p>
<pre><code>addsd       xmm0,mmword ptr [eax+28h]
movsd       mmword ptr [eax+28h],xmm0
movsd       xmm0,mmword ptr [ecx+20h]
addsd       xmm0,mmword ptr [eax+30h]
movsd       mmword ptr [eax+30h],xmm0
movsd       xmm0,mmword ptr [ecx+28h]
addsd       xmm0,mmword ptr [eax+38h]
movsd       mmword ptr [eax+38h],xmm0
movsd       xmm0,mmword ptr [ecx+30h]
addsd       xmm0,mmword ptr [eax+40h]
movsd       mmword ptr [eax+40h],xmm0
</code></pre>
<p>The question turned out to be of no relevance, as the behavior severely depends on the sizes of the arrays (n) and the CPU cache. So if there is further interest, I rephrase the question:</p>
<p><strong>Could you provide some solid insight into the details that lead to the different cache behaviors as illustrated by the five regions on the following graph?</strong></p>
<p><strong>It might also be interesting to point out the differences between CPU/cache architectures, by providing a similar graph for these CPUs.</strong></p>
<p>PPS: Here is the full code. It uses <a href=""https://www.threadingbuildingblocks.org/"" rel=""noreferrer"">TBB</a> <code>Tick_Count</code> for higher resolution timing, which can be disabled by not defining the <code>TBB_TIMING</code> Macro:</p>
<pre><code>#include &lt;iostream&gt;
#include &lt;iomanip&gt;
#include &lt;cmath&gt;
#include &lt;string&gt;

//#define TBB_TIMING

#ifdef TBB_TIMING   
#include &lt;tbb/tick_count.h&gt;
using tbb::tick_count;
#else
#include &lt;time.h&gt;
#endif

using namespace std;

//#define preallocate_memory new_cont

enum { new_cont, new_sep };

double *a1, *b1, *c1, *d1;


void allo(int cont, int n)
{
    switch(cont) {
      case new_cont:
        a1 = new double[n*4];
        b1 = a1 + n;
        c1 = b1 + n;
        d1 = c1 + n;
        break;
      case new_sep:
        a1 = new double[n];
        b1 = new double[n];
        c1 = new double[n];
        d1 = new double[n];
        break;
    }

    for (int i = 0; i &lt; n; i++) {
        a1[i] = 1.0;
        d1[i] = 1.0;
        c1[i] = 1.0;
        b1[i] = 1.0;
    }
}

void ff(int cont)
{
    switch(cont){
      case new_sep:
        delete[] b1;
        delete[] c1;
        delete[] d1;
      case new_cont:
        delete[] a1;
    }
}

double plain(int n, int m, int cont, int loops)
{
#ifndef preallocate_memory
    allo(cont,n);
#endif

#ifdef TBB_TIMING   
    tick_count t0 = tick_count::now();
#else
    clock_t start = clock();
#endif
        
    if (loops == 1) {
        for (int i = 0; i &lt; m; i++) {
            for (int j = 0; j &lt; n; j++){
                a1[j] += b1[j];
                c1[j] += d1[j];
            }
        }
    } else {
        for (int i = 0; i &lt; m; i++) {
            for (int j = 0; j &lt; n; j++) {
                a1[j] += b1[j];
            }
            for (int j = 0; j &lt; n; j++) {
                c1[j] += d1[j];
            }
        }
    }
    double ret;

#ifdef TBB_TIMING   
    tick_count t1 = tick_count::now();
    ret = 2.0*double(n)*double(m)/(t1-t0).seconds();
#else
    clock_t end = clock();
    ret = 2.0*double(n)*double(m)/(double)(end - start) *double(CLOCKS_PER_SEC);
#endif
    
#ifndef preallocate_memory
    ff(cont);
#endif

    return ret;
}


void main()
{   
    freopen(&quot;C:\\test.csv&quot;, &quot;w&quot;, stdout);

    char *s = &quot; &quot;;

    string na[2] ={&quot;new_cont&quot;, &quot;new_sep&quot;};

    cout &lt;&lt; &quot;n&quot;;

    for (int j = 0; j &lt; 2; j++)
        for (int i = 1; i &lt;= 2; i++)
#ifdef preallocate_memory
            cout &lt;&lt; s &lt;&lt; i &lt;&lt; &quot;_loops_&quot; &lt;&lt; na[preallocate_memory];
#else
            cout &lt;&lt; s &lt;&lt; i &lt;&lt; &quot;_loops_&quot; &lt;&lt; na[j];
#endif
            
    cout &lt;&lt; endl;

    long long nmax = 1000000;

#ifdef preallocate_memory
    allo(preallocate_memory, nmax);
#endif
    
    for (long long n = 1L; n &lt; nmax; n = max(n+1, long long(n*1.2)))
    {
        const long long m = 10000000/n;
        cout &lt;&lt; n;

        for (int j = 0; j &lt; 2; j++)
            for (int i = 1; i &lt;= 2; i++)
                cout &lt;&lt; s &lt;&lt; plain(n, m, j, i);
        cout &lt;&lt; endl;
    }
}
</code></pre>
<p>(It shows FLOP/s for different values of <code>n</code>.)</p>
<p><a href=""https://i.stack.imgur.com/keuWU.gif"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/keuWU.gif"" alt=""Performance chart"" /></a></p>",Why are elementwise additions much faster in separate loops than in a combined loop?,Why are elementwise additions much faster in separate loops than in a combined loop?
41,17666249,"<p>I have a <code>.sql</code> file with an export from <code>phpMyAdmin</code>. I want to import it into a different server using the command line.</p>

<p>I have a <a href=""http://en.wikipedia.org/wiki/Windows_Server_2008"" rel=""noreferrer"">Windows Server 2008</a> R2 installation. I placed the <code>.sql</code> file on the <strong><em>C drive</em></strong>, and I tried this command</p>

<pre><code>database_name &lt; file.sql
</code></pre>

<p>It is not working. I get syntax errors.</p>

<ul>
<li>How can I import this file without a problem?</li>
<li>Do I need to create a database first?</li>
</ul>",How do I import an SQL file using the command line in MySQL?,How do I import an SQL file using the command line in MySQL?
42,14494747,"<p>Recently I joined <strong>GitHub</strong>. I hosted some projects there.</p>

<p>I need to include some images in my README File. I don't know how to do that.</p>

<p>I searched about this, but all I got was some links which tell me to ""host images on web and specify the image path in README.md file"".</p>

<p>Is there any way to do this without hosting the images on any third-party web hosting services?</p>",How to add images to README.md on GitHub?,How to add images to README.md on GitHub?
43,18875674,"<p><a href=""https://docs.npmjs.com/files/package.json"" rel=""noreferrer"">This documentation</a> answers my question very poorly. I didn't understand those explanations. Can someone say in simpler words? Maybe with examples if it's hard to choose simple words?</p>

<p><strong>EDIT</strong> also added <code>peerDependencies</code>, which is closely related and might cause confusion.</p>","What's the difference between dependencies, devDependencies and peerDependencies in npm package.json file?","What's the difference between dependencies, devDependencies and peerDependencies in npm package.json file?"
44,6827752,"<p>Can <a href=""https://docs.spring.io/spring-framework/docs/current/javadoc-api/org/springframework/stereotype/Component.html"" rel=""noreferrer""><code>@Component</code></a>, <a href=""https://docs.spring.io/spring-framework/docs/current/javadoc-api/org/springframework/stereotype/Repository.html"" rel=""noreferrer""><code>@Repository</code></a> and <a href=""https://docs.spring.io/spring-framework/docs/current/javadoc-api/org/springframework/stereotype/Service.html"" rel=""noreferrer""><code>@Service</code></a> annotations be used interchangeably in Spring or do they provide any particular functionality besides acting as a notation device?</p>

<p>In other words, if I have a Service class and I change the annotation from <code>@Service</code> to <code>@Component</code>, will it still behave the same way? </p>

<p>Or does the annotation also influence the behavior and functionality of the class?</p>","What's the difference between @Component, @Repository & @Service annotations in Spring?","What's the difference between @Component, @Repository & @Service annotations in Spring?"
45,6797984,"<p>Is there a way to convert a string from uppercase, or even part uppercase to lowercase? </p>

<p>For example, ""Kilometers"" → ""kilometers"".</p>",How do I lowercase a string in Python?,How do I lowercase a string in Python?
46,8312459,"<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>var obj = {
    name: ""Simon"",
    age: ""20"",
    clothing: {
        style: ""simple"",
        hipster: false
    }
}

for(var propt in obj){
    console.log(propt + ': ' + obj[propt]);
}</code></pre>
</div>
</div>
</p>

<p>How does the variable <code>propt</code> represent the properties of the object? It's not a built-in method or property. Why does it come up with every property in the object?</p>",Iterate through object properties,Iterate through object properties
47,16073603,"<p>I copied <code>package.json</code> from another project and now want to bump all of the dependencies to their latest versions since this is a fresh project and I don't mind fixing something if it breaks.</p>
<p>What's the easiest way to do this?</p>
<p>The best way I know is to run <code>npm info express version</code> then update each dependency in <code>package.json</code> manually. There must be a better way.</p>
<pre><code>{
  &quot;name&quot;: &quot;myproject&quot;,
  &quot;description&quot;: &quot;my node project&quot;,
  &quot;version&quot;: &quot;1.0.0&quot;,
  &quot;engines&quot;: {
    &quot;node&quot;: &quot;0.8.4&quot;,
    &quot;npm&quot;: &quot;1.1.65&quot;
  },
  &quot;private&quot;: true,
  &quot;dependencies&quot;: {
    &quot;express&quot;: &quot;~3.0.3&quot;, // how do I get these bumped to latest?
    &quot;mongodb&quot;: &quot;~1.2.5&quot;,
    &quot;underscore&quot;: &quot;~1.4.2&quot;,
    &quot;rjs&quot;: &quot;~2.9.0&quot;,
    &quot;jade&quot;: &quot;~0.27.2&quot;,
    &quot;async&quot;: &quot;~0.1.22&quot;
  }
}
</code></pre>
<hr />
<p>For <strong>Yarn</strong> specific solutions refer to <a href=""https://stackoverflow.com/questions/62650640/how-do-i-update-each-dependency-in-package-json-to-the-latest-version-using-yarn"">this SO</a> thread.</p>",How to update each dependency in package.json to the latest version?,How to update each dependency in package.json to the latest version?
48,7229885,"<p>What are the differences between <code>.gitignore</code> and <code>.gitkeep</code>? Are they the same thing with a different name, or do they both serve a different function?</p>

<p>I don't seem to be able to find much documentation on <code>.gitkeep</code>.</p>",What are the differences between .gitignore and .gitkeep?,What are the differences between .gitignore and .gitkeep?
49,11346283,"<p>I have a DataFrame using Pandas and column labels that I need to edit to replace the original column labels.</p>
<p>I'd like to change the column names in a DataFrame <code>A</code> where the original column names are:</p>
<pre><code>['$a', '$b', '$c', '$d', '$e']
</code></pre>
<p>to</p>
<pre><code>['a', 'b', 'c', 'd', 'e'].
</code></pre>
<p>I have the edited column names stored it in a list, but I don't know how to replace the column names.</p>",Renaming columns in Pandas,Renaming columns in Pandas
50,16647069,"<p>I use Ubuntu for development and deployment and have a need for creating an isolated environment. </p>

<p>I am considering either Vagrant or Docker for this purpose. What are the pros and cons, or how do these solutions compare?</p>",Should I use Vagrant or Docker for creating an isolated environment?,Should I use Vagrant or Docker for creating an isolated environment?
51,10057671,"<p>Let me prefix this by saying that I know what <code>foreach</code> is, does and how to use it. This question concerns how it works under the bonnet, and I don't want any answers along the lines of ""this is how you loop an array with <code>foreach</code>"".</p>

<hr>

<p>For a long time I assumed that <code>foreach</code> worked with the array itself. Then I found many references to the fact that it works with a <em>copy</em> of the array, and I have since assumed this to be the end of the story. But I recently got into a discussion on the matter, and after a little experimentation found that this was not in fact 100% true.</p>

<p>Let me show what I mean. For the following test cases, we will be working with the following array:</p>

<pre><code>$array = array(1, 2, 3, 4, 5);
</code></pre>

<p><a href=""http://codepad.org/7DIeObk9"" rel=""noreferrer"">Test case 1</a>:</p>

<pre><code>foreach ($array as $item) {
  echo ""$item\n"";
  $array[] = $item;
}
print_r($array);

/* Output in loop:    1 2 3 4 5
   $array after loop: 1 2 3 4 5 1 2 3 4 5 */
</code></pre>

<p>This clearly shows that we are not working directly with the source array - otherwise the loop would continue forever, since we are constantly pushing items onto the array during the loop. But just to be sure this is the case:</p>

<p><a href=""http://codepad.org/nirz6Ufh"" rel=""noreferrer"">Test case 2</a>:</p>

<pre><code>foreach ($array as $key =&gt; $item) {
  $array[$key + 1] = $item + 2;
  echo ""$item\n"";
}

print_r($array);

/* Output in loop:    1 2 3 4 5
   $array after loop: 1 3 4 5 6 7 */
</code></pre>

<p>This backs up our initial conclusion, we are working with a copy of the source array during the loop, otherwise we would see the modified values during the loop. <em>But...</em></p>

<p>If we look in the <a href=""http://php.net/manual/en/control-structures.foreach.php"" rel=""noreferrer"">manual</a>, we find this statement:</p>

<blockquote>
  <p>When foreach first starts executing, the internal array pointer is automatically reset to the first element of the array.</p>
</blockquote>

<p>Right... this seems to suggest that <code>foreach</code> relies on the array pointer of the source array. But we've just proved that we're <em>not working with the source array</em>, right? Well, not entirely.</p>

<p><a href=""http://codepad.org/6n20ooMy"" rel=""noreferrer"">Test case 3</a>:</p>

<pre><code>// Move the array pointer on one to make sure it doesn't affect the loop
var_dump(each($array));

foreach ($array as $item) {
  echo ""$item\n"";
}

var_dump(each($array));

/* Output
  array(4) {
    [1]=&gt;
    int(1)
    [""value""]=&gt;
    int(1)
    [0]=&gt;
    int(0)
    [""key""]=&gt;
    int(0)
  }
  1
  2
  3
  4
  5
  bool(false)
*/
</code></pre>

<p>So, despite the fact that we are not working directly with the source array, we are working directly with the source array pointer - the fact that the pointer is at the end of the array at the end of the loop shows this. Except this can't be true - if it was, then <a href=""http://codepad.org/7DIeObk9"" rel=""noreferrer"">test case 1</a> would loop forever.</p>

<p>The PHP manual also states:</p>

<blockquote>
  <p>As foreach relies on the internal array pointer changing it within the loop may lead to unexpected behavior.</p>
</blockquote>

<p>Well, let's find out what that ""unexpected behavior"" is (technically, any behavior is unexpected since I no longer know what to expect).</p>

<p><a href=""http://codepad.org/JJp79xSd"" rel=""noreferrer"">Test case 4</a>:</p>

<pre><code>foreach ($array as $key =&gt; $item) {
  echo ""$item\n"";
  each($array);
}

/* Output: 1 2 3 4 5 */
</code></pre>

<p><a href=""http://codepad.org/IfwJyTCL"" rel=""noreferrer"">Test case 5</a>:</p>

<pre><code>foreach ($array as $key =&gt; $item) {
  echo ""$item\n"";
  reset($array);
}

/* Output: 1 2 3 4 5 */
</code></pre>

<p>...nothing that unexpected there, in fact it seems to support the ""copy of source"" theory.</p>

<hr>

<p><strong>The Question</strong></p>

<p>What is going on here? My C-fu is not good enough for me to able to extract a proper conclusion simply by looking at the PHP source code, I would appreciate it if someone could translate it into English for me.</p>

<p>It seems to me that <code>foreach</code> works with a <em>copy</em> of the array, but sets the array pointer of the source array to the end of the array after the loop.</p>

<ul>
<li>Is this correct and the whole story?</li>
<li>If not, what is it really doing?</li>
<li>Is there any situation where using functions that adjust the array pointer (<code>each()</code>, <code>reset()</code> et al.) during a <code>foreach</code> could affect the outcome of the loop?</li>
</ul>",How does PHP 'foreach' actually work?,How does PHP 'foreach' actually work?
52,11277432,"<p>When deleting a key from a dictionary, I use:</p>
<pre><code>if 'key' in my_dict:
    del my_dict['key']
</code></pre>
<p>Is there a one line way of doing this?</p>",How can I remove a key from a Python dictionary?,How can I remove a key from a Python dictionary?
53,7825055,"<p>I saw a line of C that looked like this:</p>

<pre><code>!ErrorHasOccured() ??!??! HandleError();
</code></pre>

<p>It compiled correctly and seems to run ok. It seems like it's checking if an error has occurred, and if it has, it handles it. But I'm not really sure what it's actually doing or how it's doing it. It does look like the programmer is trying express their feelings about errors.</p>

<p>I have never seen the <code>??!??!</code> before in any programming language, and I can't find documentation for it anywhere. (Google doesn't help with search terms like <code>??!??!</code>). What does it do and how does the code sample work?</p>",What does the ??!??! operator do in C?,What does the ??!??! operator do in C?
54,10725729,"<p>I see <a href=""http://git-scm.com/book/en/Git-Tools-Stashing"" rel=""noreferrer"">here</a> you can apply/unapply a stash and even create a new branch off of a stash. Is it possible to simply see what is inside the stash without actually applying it?</p>",See what's in a stash without applying it,See what's in a stash without applying it
55,22049212,"<p>I'm thinking of using Docker to build my dependencies on a Continuous Integration (CI) server, so that I don't have to install all the runtimes and libraries on the agents themselves. </p>

<p>To achieve this I would need to copy the build artifacts that are built inside the container back into the host. Is that possible?</p>",Docker: Copying files from Docker container to host,Docker: Copying files from Docker container to host
56,9682092,"<p>How does data binding work in the <code>AngularJS</code> framework?</p>

<p>I haven't found technical details on <a href=""http://angularjs.org"" rel=""noreferrer"">their site</a>. It's more or less clear how it works when data is propagated from view to model. But how does AngularJS track changes of model properties without setters and getters?</p>

<p>I found that there are <a href=""https://stackoverflow.com/questions/1029241/javascript-object-watch-for-all-browsers"">JavaScript watchers</a> that may do this work. But they are not supported in <a href=""http://en.wikipedia.org/wiki/Internet_Explorer_6"" rel=""noreferrer"">Internet&nbsp;Explorer&nbsp;6</a> and <a href=""http://en.wikipedia.org/wiki/Internet_Explorer_7"" rel=""noreferrer"">Internet&nbsp;Explorer&nbsp;7</a>. So how does AngularJS know that I changed for example the following and reflected this change on a view?</p>

<pre><code>myobject.myproperty=""new value"";
</code></pre>",How does data binding work in AngularJS?,How does data binding work in AngularJS?
57,35062852,"<p>I'm trying to summarize my knowledge about the most popular JavaScript package managers, bundlers, and task runners. Please correct me if I'm wrong:</p>

<ul>
<li><code>npm</code> &amp; <code>bower</code> are package managers. They just download the dependencies and don't know how to build projects on their own. What they know is to call <code>webpack</code>/<code>gulp</code>/<code>grunt</code> after fetching all the dependencies.</li>
<li><code>bower</code> is like <code>npm</code>, but builds a flattened dependency trees (unlike <code>npm</code> which does it recursively). Meaning <code>npm</code> fetches the dependencies for each dependency (may fetch the same a few times), while <code>bower</code> expects you to manually include sub-dependencies. Sometimes <code>bower</code> and <code>npm</code> are used together for front-end and back-end respectively (since each megabyte might matter in front-end).</li>
<li><code>grunt</code> and <code>gulp</code> are task runners to automate everything that can be automated (i.e. compile CSS/Sass, optimize images, make a bundle and minify/transpile it).</li>
<li><code>grunt</code> vs. <code>gulp</code> (is like <code>maven</code> vs. <code>gradle</code> or configuration vs. code). Grunt is based on configuring separate independent tasks, each task opens/handles/closes file. Gulp requires less amount of code and is based on Node streams, which allows it to build pipe chains (w/o reopening the same file) and makes it faster. </li>
<li><code>webpack</code> (<code>webpack-dev-server</code>) - for me it's a task runner with hot reloading of changes which allows you to forget about all JS/CSS watchers. </li>
<li><code>npm</code>/<code>bower</code> + plugins may replace task runners. Their abilities often intersect so there are different implications if you need to use <code>gulp</code>/<code>grunt</code> over <code>npm</code> + plugins. But task runners are definitely better for complex tasks (e.g. ""on each build create bundle, transpile from ES6 to ES5, run it at all browsers emulators, make screenshots and deploy to dropbox through ftp"").</li>
<li><code>browserify</code> allows packaging node modules for browsers. <code>browserify</code> vs <code>node</code>'s <code>require</code> is actually <a href=""https://addyosmani.com/writing-modular-js/"" rel=""noreferrer"">AMD vs CommonJS</a>.</li>
</ul>

<p><strong><em>Questions:</em></strong></p>

<ol>
<li><em>What is <code>webpack</code> &amp; <code>webpack-dev-server</code>?</em> Official documentation says it's a module bundler but for me it's just a task runner. <em>What's the difference?</em></li>
<li><em>Where would you use <code>browserify</code>? Can't we do the same with node/ES6 imports?</em> </li>
<li><em>When would you use <code>gulp</code>/<code>grunt</code> over <code>npm</code> + plugins?</em></li>
<li><em>Please provide examples when you need to use a combination</em></li>
</ol>",NPM vs. Bower vs. Browserify vs. Gulp vs. Grunt vs. Webpack,NPM vs. Bower vs. Browserify vs. Gulp vs. Grunt vs. Webpack
58,22342854,"<p>I have recently stumbled upon the game <a href=""http://gabrielecirulli.github.io/2048/"" rel=""noreferrer"">2048</a>. You merge similar tiles by moving them in any of the four directions to make ""bigger"" tiles. After each move, a new tile appears at random empty position with a value of either <code>2</code> or <code>4</code>. The game terminates when all the boxes are filled and there are no moves that can merge tiles, or you create a tile with a value of <code>2048</code>.</p>

<p>One, I need to follow a well-defined strategy to reach the goal. So, I thought of writing a program for it.</p>

<p>My current algorithm:</p>

<pre><code>while (!game_over) {
    for each possible move:
        count_no_of_merges_for_2-tiles and 4-tiles
    choose the move with a large number of merges
}
</code></pre>

<p>What I am doing is at any point, I will try to merge the tiles with values <code>2</code> and <code>4</code>, that is, I try to have <code>2</code> and <code>4</code> tiles, as minimum as possible. If I try it this way, all other tiles were automatically getting merged and the strategy seems good.</p>

<p>But, when I actually use this algorithm, I only get around 4000 points before the game terminates. Maximum points AFAIK is slightly more than 20,000 points which is way larger than my current score. Is there a better algorithm than the above?</p>",What is the optimal algorithm for the game 2048?,What is the optimal algorithm for the game 2048?
59,9371238,"<p>I wanted to compare reading lines of string input from stdin using Python and C++ and was shocked to see my C++ code run an order of magnitude slower than the equivalent Python code. Since my C++ is rusty and I'm not yet an expert Pythonista, please tell me if I'm doing something wrong or if I'm misunderstanding something.</p>
<hr />
<p>(TLDR answer: include the statement: <code>cin.sync_with_stdio(false)</code> or just use <code>fgets</code> instead.</p>
<p>TLDR results: scroll all the way down to the bottom of my question and look at the table.)</p>
<hr />
<p><strong>C++ code:</strong></p>
<pre class=""lang-cpp prettyprint-override""><code>#include &lt;iostream&gt;
#include &lt;time.h&gt;

using namespace std;

int main() {
    string input_line;
    long line_count = 0;
    time_t start = time(NULL);
    int sec;
    int lps;

    while (cin) {
        getline(cin, input_line);
        if (!cin.eof())
            line_count++;
    };

    sec = (int) time(NULL) - start;
    cerr &lt;&lt; &quot;Read &quot; &lt;&lt; line_count &lt;&lt; &quot; lines in &quot; &lt;&lt; sec &lt;&lt; &quot; seconds.&quot;;
    if (sec &gt; 0) {
        lps = line_count / sec;
        cerr &lt;&lt; &quot; LPS: &quot; &lt;&lt; lps &lt;&lt; endl;
    } else
        cerr &lt;&lt; endl;
    return 0;
}

// Compiled with:
// g++ -O3 -o readline_test_cpp foo.cpp
</code></pre>
<p><strong>Python Equivalent:</strong></p>
<pre class=""lang-py prettyprint-override""><code>#!/usr/bin/env python
import time
import sys

count = 0
start = time.time()

for line in  sys.stdin:
    count += 1

delta_sec = int(time.time() - start_time)
if delta_sec &gt;= 0:
    lines_per_sec = int(round(count/delta_sec))
    print(&quot;Read {0} lines in {1} seconds. LPS: {2}&quot;.format(count, delta_sec,
       lines_per_sec))
</code></pre>
<p><strong>Here are my results:</strong></p>
<pre class=""lang-none prettyprint-override""><code>$ cat test_lines | ./readline_test_cpp
Read 5570000 lines in 9 seconds. LPS: 618889

$ cat test_lines | ./readline_test.py
Read 5570000 lines in 1 seconds. LPS: 5570000
</code></pre>
<p><em>I should note that I tried this both under Mac OS X v10.6.8 (Snow Leopard) and Linux 2.6.32 (Red Hat Linux 6.2). The former is a MacBook Pro, and the latter is a very beefy server, not that this is too pertinent.</em></p>
<pre class=""lang-sh prettyprint-override""><code>$ for i in {1..5}; do echo &quot;Test run $i at `date`&quot;; echo -n &quot;CPP:&quot;; cat test_lines | ./readline_test_cpp ; echo -n &quot;Python:&quot;; cat test_lines | ./readline_test.py ; done
</code></pre>
<pre class=""lang-none prettyprint-override""><code>Test run 1 at Mon Feb 20 21:29:28 EST 2012
CPP:   Read 5570001 lines in 9 seconds. LPS: 618889
Python:Read 5570000 lines in 1 seconds. LPS: 5570000
Test run 2 at Mon Feb 20 21:29:39 EST 2012
CPP:   Read 5570001 lines in 9 seconds. LPS: 618889
Python:Read 5570000 lines in 1 seconds. LPS: 5570000
Test run 3 at Mon Feb 20 21:29:50 EST 2012
CPP:   Read 5570001 lines in 9 seconds. LPS: 618889
Python:Read 5570000 lines in 1 seconds. LPS: 5570000
Test run 4 at Mon Feb 20 21:30:01 EST 2012
CPP:   Read 5570001 lines in 9 seconds. LPS: 618889
Python:Read 5570000 lines in 1 seconds. LPS: 5570000
Test run 5 at Mon Feb 20 21:30:11 EST 2012
CPP:   Read 5570001 lines in 10 seconds. LPS: 557000
Python:Read 5570000 lines in  1 seconds. LPS: 5570000
</code></pre>
<hr />
<p>Tiny benchmark addendum and recap</p>
<p>For completeness, I thought I'd update the read speed for the same file on the same box with the original (synced) C++ code. Again, this is for a 100M line file on a fast disk. Here's the comparison, with several solutions/approaches:</p>
<div class=""s-table-container"">
<table class=""s-table"">
<thead>
<tr>
<th style=""text-align: left;"">Implementation</th>
<th style=""text-align: right;"">Lines per second</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""text-align: left;"">python (default)</td>
<td style=""text-align: right;"">3,571,428</td>
</tr>
<tr>
<td style=""text-align: left;"">cin (default/naive)</td>
<td style=""text-align: right;"">819,672</td>
</tr>
<tr>
<td style=""text-align: left;"">cin (no sync)</td>
<td style=""text-align: right;"">12,500,000</td>
</tr>
<tr>
<td style=""text-align: left;"">fgets</td>
<td style=""text-align: right;"">14,285,714</td>
</tr>
<tr>
<td style=""text-align: left;"">wc (not fair comparison)</td>
<td style=""text-align: right;"">54,644,808</td>
</tr>
</tbody>
</table>
</div>",Why is reading lines from stdin much slower in C++ than Python?,Why is reading lines from stdin much slower in C++ than Python?
