id,creation_date,text,score
115828287,2020-12-30 23:37:52.533000+00:00,"In `WriteAfterMathData` the indentation does not match the braces `{`...`}`. Is this your real code or did you accidentally remove a brace? Without knowing the structure definitions, how you allocate the memory and what exactly you pass to the functions it is difficult to find out what's wrong.",0
115828283,2020-12-30 23:37:41.337000+00:00,"However, if there is another piece of async code that is concerned with `someCounter`, and if the code executes without a synchronization context, there [may be](https://blog.stephencleary.com/2017/03/aspnetcore-synchronization-context.html#beware-implicit-parallelism) threading issues.",0
115828282,2020-12-30 23:37:36.617000+00:00,I wish this would be a thing!,0
115828281,2020-12-30 23:37:33.590000+00:00,`select i from A i join i.ab ii where ii.b = :B_ID` ?,0
115828280,2020-12-30 23:37:28.277000+00:00,"Did you try `aws ec2 stop-instances --instance-ids i-1a1234 i-a1235 ...` ? If you used a shell parameter char it seems problematic to type such cranky ids. (i mean the `i-` part). If you want to have shortcuts or aliases for individual servers and/or groups/clusters, you should include examples of what you need. Creating and managing such aliases could turn into a problem. Good luck.",0
115828279,2020-12-30 23:37:27.723000+00:00,"Yes, it is still HTML code.",0
115828277,2020-12-30 23:37:21.080000+00:00,`s1` is never used either,0
115828276,2020-12-30 23:37:20.363000+00:00,@onlineThomas an extra thump up for the fork you are working on! sounds great!,1
115828275,2020-12-30 23:37:14.930000+00:00,"I'm not sure where it fits in the OSI layers, but I like to think of a Security Group as being a firewall attached to individual EC2 instances (or, to be more accurate, to every Elastic Network Interface). Traditionally, firewalls operate _between subnets_, but a Security Group adds additional protection at the resource-level.",0
115828274,2020-12-30 23:37:08.783000+00:00,"So if the lengths were dynamic, for example user were to choose lengths, this would have been a problem?",0
115828273,2020-12-30 23:36:56.493000+00:00,"This doesn't answer how to use the service account credentials, rather than the regular account credentials which are based on user.",0
115828271,2020-12-30 23:36:48.997000+00:00,It was running fine before but today I tried to deploy this on heroku and after that it stopped working.,0
115828270,2020-12-30 23:36:46.893000+00:00,"I know we can use filter, but I want to use Map. Using the function Map, count the number of words that start with ‘S’ in input_list.",0
115828269,2020-12-30 23:36:44.260000+00:00,[Here's a recording](https://gfycat.com/improbableesteemedfirecrest),0
115828268,2020-12-30 23:36:43.500000+00:00,"I wasn't able to get this to run on my windows machine, but it ran in my ubuntu VM after I removed the windows screen size detection lines.",0
115828266,2020-12-30 23:36:22.100000+00:00,Same issue unfortunately. I uninstalled bit python and python 3 playsound to be sure. The ran first python3 -m pip install playsound and got a successful but still no module named error show up. I have moved on to pygame module now as it is not giving any such errors but thank you,0
115828265,2020-12-30 23:36:20.520000+00:00,"@BoR Of course, but in Navad's examples all possible inputs have a colon, and only the name before the colon may be missing in an ""invalid input"", however I agree that all scanfs should be checked regardless, but I think as far as the answer to this thread goes this is enough, and I'll leave it to Nadav to expand it to treat any kind of ""invalid input"" possible, or not.",0
115828261,2020-12-30 23:35:53.460000+00:00,"I think you're right, the area of the square is 4 and the area of the circle is pi. By the way, since this isn't a specific programming question, it's more suitable for math.stackexchange.com.",0
115828256,2020-12-30 23:35:06.083000+00:00,Thank you very much!,0
115828254,2020-12-30 23:35:00.593000+00:00,"It was one of my attempts to get it to work, but still nothing.",0
115828252,2020-12-30 23:34:53.620000+00:00,Thanks very much Alexis; it works now; I used the idea you provided and made slight adjustments to suit my need; I also learned a good deal on ALLSELECTED DAX function. appreciate your help very much.,0
115828251,2020-12-30 23:34:46.583000+00:00,@DavidHoelzer Also I've made an argument. I thought that if the King's position is 0; 0 the diagonal values will be 1; 1-2; 2-3; 3 and so on but i don't get how to convert this reasoning into code,0
115828250,2020-12-30 23:34:42.827000+00:00,Have you checked the logs on the server side? You might have an error there.,0
115828249,2020-12-30 23:34:42.583000+00:00,I wrote the answer with this information. Could you mark it as correct?,0
115828247,2020-12-30 23:34:35.760000+00:00,Does this answer your question? [Rust serde deserializing a mixed array](https://stackoverflow.com/questions/57903579/rust-serde-deserializing-a-mixed-array). Serde will deserialize from mixed arrays by default. You can see it working on [the playground](https://play.rust-lang.org/?version=stable&mode=debug&edition=2018&gist=e61482893c1c52788235c34a8d7f99f7),1
