id,body,title,title
7180,"<p>What is a good way to perform animation using .NET?</p>

<p>I would prefer not to use Flash if possible, so am looking for suggestions of ways which will work to implement different types of animation on a new site I am producing.</p>

<p>The new site is for a magician, so I want to provide animated buttons (Cards turning over, etc.) and also embed video.  Is it possible to do this without using Flash or is this the only real solution?  I would like to keep it as cross-platform and standard as possible.</p>",Animation in .NET,Animation in .NET
7190,"<p>What tools would you recommend for setting up CI for build and deployment of multiple websites built on DotNetNuke using SVN for source control? </p>

<p>We are currently looking at configuring Cruise Control to work with NAnt, NUnit, NCover and Trac as a test case. What other combinations would worth investigating?</p>

<p>We have full control of our development environment so using some form of CI is certain here but I would also like to convince our production services team that they can reliably deploy to the system test, uat and even production environments using these tools.</p>",Setting up Continuous Integration with SVN,Setting up Continuous Integration with SVN
7209,"<p>I'm trying to alpha blend sprites and backgrounds with <a href=""http://www.devkitpro.org/"" rel=""noreferrer"">devkitPro</a> (including libnds, libarm, etc).</p>

<p>Does anyone know how to do this?</p>",Alpha blending sprites in Nintendo DS Homebrew,Alpha blending sprites in Nintendo DS Homebrew
7211,"<p>I currently have a relatively small (4 or 5 tables, 5000 rows) MySQL database that I would like to convert to an sqlite database.  As I'd potentially have to do this more than once, I'd be grateful if anyone could recommend any useful tools, or at least any easily-replicated method.</p>

<p>(I have complete admin access to the database/machines involved.)</p>",What's the best way of converting a mysql database to a sqlite one?,What's the best way of converting a mysql database to a sqlite one?
7212,"<p>What I'd like to do is something like the following:</p>

<pre><code>FooClass.prototype.method = function():String
{
    return ""Something"";
}

var foo:FooClass = new FooClass();
foo.method();
</code></pre>

<p>Which is to say, I'd like to extend a generated class with a single method, not via inheritance but via the prototype.</p>

<p>The class is generated from a WSDL, it's not a dynamic class, and I don't want to touch the generated code because it will be overwritten anyway.</p>

<p>Long story short, I'd like to have the moral equivalent of C# 3:s Extension Methods for AS3.</p>

<p>Edit: I accepted aib's answer, because it fits what I was asking best -- although upon further reflection it doesn't really solve my problem, but that's my fault for asking the wrong question. :) Also, upmods for the good suggestions.</p>",Is it possible to add behavior to a non-dynamic ActionScript 3 class without inheriting the class?,Is it possible to add behavior to a non-dynamic ActionScript 3 class without inheriting the class?
7214,"<p>I'm currently tasked with replacing an <code>Apache</code> + <code>Resin</code> Java web server with a <code>Resin-only</code> configuration.</p>

<p>Currently in our apache setup, we use .htaccess and a small user database to provide passwording at a directory level.</p>

<p>Does anyone know the equivalent setup when using just <code>Resin</code> as the web server?</p>",User authentication on Resin webserver,User authentication on Resin webserver
7224,<p>Is it possible to change the width of a scroll bar on a form.  This app is for a touch screen and it is a bit too narrow.</p>,Change the width of a scrollbar,Change the width of a scrollbar
7231,"<p>Can anyone recommend software or a .NET library that will check for bounced emails and the reason for the bounce? I get bounced emails into a pop3 account that I can read then.</p>

<p>I need it to keep my user database clean from invalid email addresses and want to automate this (mark user as invalid email).</p>",Automatically check bounced emails via POP3?,Automatically check bounced emails via POP3?
7237,"<p>Our software must be able to run on SQL Server 2000 and 2005.  To simplify development, we're running our SQL Server 2005 databases in compatibility level 80.  However, database performance seems slower on SQL 2005 than on SQL 2000 in some cases (we have not confirmed this using benchmarks yet).  Would upgrading the compatibility level to 90 improve performance on the SQL 2005 servers?</p>",Does running a SQL Server 2005 database in compatibility level 80 have a negative impact on performance?,Does running a SQL Server 2005 database in compatibility level 80 have a negative impact on performance?
7244,"<p>What I want to do is something like this: I have enums with combined flagged values.</p>

<pre><code>public static class EnumExtension
{
    public static bool IsSet&lt;T&gt;( this T input, T matchTo ) 
        where T:enum //the constraint I want that doesn't exist in C#3
    {    
        return (input &amp; matchTo) != 0;
    }
}
</code></pre>

<p>So then I could do:</p>

<pre><code>MyEnum tester = MyEnum.FlagA | MyEnum.FlagB

if( tester.IsSet( MyEnum.FlagA ) )
    //act on flag a
</code></pre>

<p>Unfortunately, C#'s generic where constraints have no enum restriction, only class and struct. C# doesn't see enums as structs (even though they are value types) so I can't add extension types like this.</p>

<p>Does anyone know a workaround?</p>",Anyone know a good workaround for the lack of an enum generic constraint?,Anyone know a good workaround for the lack of an enum generic constraint?
7245,"<p>What's the most efficient algorithm to find the rectangle with the largest area which will fit in the empty space?</p>

<p>Let's say the screen looks like this ('#' represents filled area):</p>

<pre><code>....................
..............######
##..................
.................###
.................###
#####...............
#####...............
#####...............
</code></pre>

<p>A probable solution is:</p>

<pre><code>....................
..............######
##...++++++++++++...
.....++++++++++++###
.....++++++++++++###
#####++++++++++++...
#####++++++++++++...
#####++++++++++++...
</code></pre>

<p>Normally I'd enjoy figuring out a solution. Although this time I'd like to avoid wasting time fumbling around on my own since this has a practical use for a project I'm working on. Is there a well-known solution?</p>

<p><strong>Shog9</strong> wrote:</p>

<blockquote>
  <p>Is your input an array (as implied by the other responses), or a list of occlusions in the form of arbitrarily sized, positioned rectangles (as might be the case in a windowing system when dealing with window positions)?</p>
</blockquote>

<p>Yes, I have a structure which keeps track of a set of windows placed on the screen. I also have a grid which keeps track of all the areas between each edge, whether they are empty or filled, and the pixel position of their left or top edge. I think there is some modified form which would take advantage of this property. Do you know of any?</p>",Puzzle: Find largest rectangle (maximal rectangle problem),Puzzle: Find largest rectangle (maximal rectangle problem)
7252,"<p>We have a junior programmer that simply doesn't write enough tests.<br>
I have to nag him every two hours, ""have you written tests?""<br>
We've tried:</p>

<ul>
<li>Showing that the design becomes simpler</li>
<li>Showing it prevents defects</li>
<li>Making it an ego thing saying only bad programmers don't</li>
<li>This weekend 2 team members had to come to work because his code had a NULL reference and he didn't test it</li>
</ul>

<p>My work requires top quality stable code, and usually everyone 'gets it' and there's no need to push tests through. We know we can make him write tests, but we all know the useful tests are those written when you're into it.</p>

<p>Do you know of more motivations?</p>",How to make junior programmers write tests?,How to make junior programmers write tests?
7260,<p>How do I setup Public-Key Authentication for SSH?</p>,How do I setup Public-Key Authentication?,How do I setup Public-Key Authentication?
7269,"<p>I'm part of a team that develops a pretty big Swing Java Applet. Most of our code are legacy and there are tons of singleton references. We've bunched all of them to a single ""Application Context"" singleton. What we now need is to create some way to separate the shared context (shared across all applets currently showing) and non-shared context (specific to each applet currently showing). </p>

<p>However, we don't have an ID at each of the locations that call to the singleton, nor do we want to propagate the ID to all locations. What's the easiest way to identify in which applet context we're running? (I've tried messing with classloaders, thread groups, thread ids... so far I could find nothing that will enable me to ID the origin of the call).</p>",How can I identify in which Java Applet context running without passing an ID?,How can I identify in which Java Applet context running without passing an ID?
7272,"<p>Alright, so maybe I shouldn't have shrunk this question sooo much... I have seen the post on <a href=""https://stackoverflow.com/questions/622/most-efficient-code-for-the-first-10000-prime-numbers"">the most efficient way to find the first 10000 primes</a>.  I'm looking for <strong>all possible ways</strong>.  The goal is to have a one stop shop for primality tests.  Any and all tests people know for finding prime numbers are welcome.</p>

<p>And so:</p>

<ul>
<li><strong>What are all the different ways of finding primes?</strong></li>
</ul>",Of Ways to Count the Limitless Primes,Of Ways to Count the Limitless Primes
7277,"<p>I'm generating some XML documents and when it comes to the address part I have fragments that look like this:</p>

<pre><code>&lt;Address&gt;15 Sample St
Example Bay
Some Country&lt;/Address&gt;
</code></pre>

<p>The XSLT that I have for converting this to XHTML has some funky recursive template to convert newline characters within strings to &lt;br/&gt; tags.</p>

<p>This is all working fine; but is it considered ""bad practice"" to rely on linebreaks within XML documents?  If so, is it recommended that I do this instead?</p>

<pre><code>&lt;Address&gt;&lt;Line&gt;15 Sample St&lt;/Line&gt;
&lt;Line&gt;Example Bay&lt;/Line&gt;
&lt;Line&gt;Some Country&lt;/Line&gt;&lt;/Address&gt;
</code></pre>

<p>Seems like it'd be really awkward to wrap every place where my text may be multiple lines with tags like that..</p>","Is it ""bad practice"" to be sensitive to linebreaks in XML documents?","Is it ""bad practice"" to be sensitive to linebreaks in XML documents?"
7284,"<p>What does the expression ""Turing Complete"" mean? </p>

<p>Can you give a simple explanation, without going into too many theoretical details?</p>",What is Turing Complete?,What is Turing Complete?
7287,"<p>Lately I had to change some code on older systems where not all of the code has unit tests.<br>
Before making the changes I want to write tests, but each class created a lot of dependencies and other anti-patterns which made testing quite hard.<br>
Obviously, I wanted to refactor the code to make it easier to test, write the tests and then change it.<br>
Is this the way you'd do it? Or would you spend a lot of time writing the hard-to-write tests that would be mostly removed after the refactoring will be completed?</p>",How do you test/change untested and untestable code?,How do you test/change untested and untestable code?
7348,"<p>My requirements:</p>

<ul>
<li>Support .NET Compact Framework 2.0 and Windows Mobile 6.0 devices.</li>
<li>Only need to unzip the contents to a directory on a storage card. Creation of zip files is not required.</li>
<li>Must be able to use in corporate/commercial software.</li>
<li>Can be open source, but not have GPL or other viral license.</li>
</ul>

<p>I've seen the <a href=""http://xceed.com/Zip_NET_CF_Intro.html"" rel=""noreferrer"">Xceed Zip for CF</a> library. What other options are there?</p>",Zip library options for the Compact Framework?,Zip library options for the Compact Framework?
7364,"<p>Does anyone know of a good method for editing PDFs in PHP? Preferably open-source/zero-license cost methods. :)</p>

<p>I am thinking along the lines of opening a PDF file, replacing text in the PDF and then writing out the modified version of the PDF?</p>

<p>I have programmatically created PDF files in the past using FPDF, but found it a little unwieldy at times.</p>",PDF Editing in PHP?,PDF Editing in PHP?
7367,"<p>I'm looking for help setting a new default property value for an inherited control in Visual Studio:</p>

<pre><code>class NewCombo : System.Windows.Forms.ComboBox
{
  public NewCombo() { DropDownItems = 50; }
}
</code></pre>

<p>The problem is that the base class property <code>DropDownItems</code> has a 'default' attribute set on it that is a different value (not 50).  As a result, when I drag the control onto a form, the designer file gets an explicit <code>mycontrol.DropDownItems = 50;</code> line.</p>

<p>At first, this doesn't matter.  But if later I change my inherited class to <code>DropDownItems = 45;</code> in the constructor, this does not affect any of the controls on any form since all those designer files still have the value 50 hard-coded in them.  And the whole point was to have the value set in one place so I can deal with the customer changing his mind.</p>

<p>Obviously, if I were creating my own custom property in the subclass, I could give it its own designer default attribute of whatever I wanted.  But here I'm wanting to change the default values of properties in the base.  Is there any way to apply Visual Studio attributes to a base class member?  Or is there some other workaround to get the result I want?</p>","Visual Studio - new ""default"" property values for inherited controls","Visual Studio - new ""default"" property values for inherited controls"
7398,"<p>I haven't seen any questions relating to GNU autoconf/automake builds, but I'm hoping at least some of you out there are familiar with it.  Here goes:</p>

<p>I have a project (I'll call it myproject) that includes another project (vendor).  The vendor project is a standalone project maintained by someone else.  Including a project like this is fairly <a href=""http://www.gnu.org/software/autoconf/manual/autoconf.html#Subdirectories"" rel=""nofollow noreferrer"">straightforward</a>, but in this case there is a tiny snag: each project generates its own <code>config.h</code> file, each of which defines standard macros such as PACKAGE, VERSION, etc.  This means that, during the build, when vendor is being built, I get lots of errors like this:</p>

<pre><code>... warning: ""VERSION"" redefined
... warning: this is the location of the previous definition
... warning: ""PACKAGE"" redefined
... warning: this is the location of the previous definition
</code></pre>

<p>These are just warnings, for the time being at least, but I would like to get rid of them.  The only relevant information I've been able to turn up with a Google search is <a href=""http://sourceware.org/ml/automake/2004-03/msg00130.html"" rel=""nofollow noreferrer"">this</a> thread on the automake mailing list, which isn't a whole lot of help.  Does anybody else have any better ideas?</p>","How to avoid redefining VERSION, PACKAGE, etc","How to avoid redefining VERSION, PACKAGE, etc"
7440,"<p>The company I'm currently working for is using <a href=""http://selenium.openqa.org/"" rel=""noreferrer"">Selenium</a> for Uniting-Testing our User Interface. What do you use to Unit-Test your Web UI and how effective do you find it? </p>",What do you use to Unit-Test your Web UI?,What do you use to Unit-Test your Web UI?
7470,"<p>After a couple of hours fighting with the <a href=""http://gallery.menalto.com/"" rel=""nofollow noreferrer"">Gallery2</a> <a href=""http://codex.gallery2.org/Gallery2:Modules:rss"" rel=""nofollow noreferrer"">RSS module</a> and getting only the message, ""no feeds have yet been defined"", I gave up.  Based on <a href=""http://www.google.com/search?q=%22no+feeds+have+yet+been+defined%22"" rel=""nofollow noreferrer"">a Google search for ""no feeds have yet been defined""</a>, this is a pretty common problem.  Do you have any tips and/or tricks for getting the Gallery2 RSS module to work?  Or any tips for a relatively-PHP-ignorant developer trying to debug problems with this PHP application?</p>",RSS feeds from Gallery2,RSS feeds from Gallery2
7472,"<p>Can anyone point me to a good resource (or throw me a clue) to show me how to do DataBinding to controls (ComboBox, ListBox, etc.) in WPF?  I'm at a bit of a loss when all my WinForms niceities are taken away from me, and I'm not all that bright to start with...</p>",WPF Databinding,WPF Databinding
7477,"<p>I'm currently working on an internal sales application for the company I work for, and I've got a form that allows the user to change the delivery address.</p>

<p>Now I think it would look much nicer, if the textarea I'm using for the main address details would just take up the area of the text in it, and automatically resize if the text was changed.</p>

<p>Here's a screenshot of it currently.</p>

<p><img src=""https://i.stack.imgur.com/XK48E.png"" alt=""ISO Address""></p>

<p>Any ideas?</p>

<hr>

<p>@Chris</p>

<p>A good point, but there are reasons I want it to resize. I want the area it takes up to be the area of the information contained in it. As you can see in the screen shot, if I have a fixed textarea, it takes up a fair wack of vertical space.</p>

<p>I can reduce the font, but I need address to be large and readable. Now I can reduce the size of the text area, but then I have problems with people who have an address line that takes 3 or 4 (one takes 5) lines. Needing to have the user use a scrollbar is a major no-no.</p>

<p>I guess I should be a bit more specific. I'm after vertical resizing, and the width doesn't matter as much. The only problem that happens with that, is the ISO number (the large ""1"") gets pushed under the address when the window width is too small (as you can see on the screenshot).</p>

<p>It's not about having a gimick; it's about having a text field the user can edit that won't take up unnecessary space, but will show all the text in it.</p>

<p>Though if someone comes up with another way to approach the problem I'm open to that too.</p>

<hr>

<p>I've modified the code a little because it was acting a little odd. I changed it to activate on keyup, because it wouldn't take into consideration the character that was just typed.</p>

<pre><code>resizeIt = function() {
  var str = $('iso_address').value;
  var cols = $('iso_address').cols;
  var linecount = 0;

  $A(str.split(""\n"")).each(function(l) {
    linecount += 1 + Math.floor(l.length / cols); // Take into account long lines
  })

  $('iso_address').rows = linecount;
};
</code></pre>",How to autosize a textarea using Prototype?,How to autosize a textarea using Prototype?
7489,"<p>I've made many different seperate parts of a GUI system for the Nintendo DS, like buttons and textboxes and select boxes, but I need a way of containing these classes in one Gui class, so that I can draw everything to the screen all at once, and check all the buttons at once to check if any are being pressed. My question is what is the best way organize all the classes (such as buttons and textboxes) into one GUI class?</p>

<p>Here's one way I thought of but it doesn't seem right:</p>

<p><strong>Edit:</strong> I'm using C++.</p>

<pre><code>class Gui {
    public:
        void update_all();
        void draw_all() const;
        int add_button(Button *button); // Returns button id
        void remove_button(int button_id);
    private:
        Button *buttons[10];
        int num_buttons;
}
</code></pre>

<p>This code has a few problems, but I just wanted to give you an idea of what I want.</p>",How do I make a GUI?,How do I make a GUI?
7492,"<p>In the past, I used Microsoft Web Application Stress Tool and Pylot to stress test web applications. I'd written a simple home page, login script, and site walkthrough (in an ecommerce site adding a few items to a cart and checkout).</p>

<p>Just hitting the homepage hard with a handful of developers would almost always locate a major problem. More scalability problems would surface at the second stage, and even more - after the launch.</p>

<p>The URL of the tools I used were Microsoft Homer (aka <a href=""http://www.microsoft.com/downloads/details.aspx?familyid=e2c0585a-062a-439e-a67d-75a89aa36495&amp;displaylang=en"" rel=""noreferrer"">Microsoft Web Application Stress Tool</a>) and <a href=""https://code.google.com/archive/p/pylt/"" rel=""noreferrer"">Pylot</a>.</p>

<p>The reports generated by these tools never made much sense to me, and I would spend many hours trying to figure out what kind of concurrent load the site would be able to support. It was always worth it because the stupidest bugs and bottlenecks would always come up (for instance, web server misconfigurations).</p>

<p>What have you done, what tools have you used, and what success have you had with your approach? The part that is most interesting to me is coming up with some kind of a meaningful formula for calculating the number of concurrent users an app can support from the numbers reported by the stress test application.</p>",Performing a Stress Test on Web Application?,Performing a Stress Test on Web Application?
7503,"<p>I know almost nothing about linq.</p>

<p>I'm doing this:</p>

<pre><code>var apps = from app in Process.GetProcesses()
    where app.ProcessName.Contains( ""MyAppName"" ) &amp;&amp; app.MainWindowHandle != IntPtr.Zero
    select app;
</code></pre>

<p>Which gets me all the running processes which match that criteria.</p>

<p>But I don't know how to get the first one. The examples I can find on the net seem to imply I have to do this</p>

<pre><code>var matchedApp = (from app in Process.GetProcesses()
    where app.ProcessName.Contains( ""MyAppName"" ) &amp;&amp; app.MainWindowHandle != IntPtr.Zero
    select app).First();
</code></pre>

<p>which strikes me as somewhat ugly, and also throws an exception if there are no matching processes. Is there a better way?</p>

<p><strong>UPDATE</strong></p>

<p>I'm actually trying to find the first matching item, and call <code>SetForegroundWindow</code> on it</p>

<p>I've come up with this solution, which also strikes me as ugly and awful, but better than above. Any ideas?</p>

<pre><code>var unused = from app in Process.GetProcesses()
    where app.ProcessName.Contains( ""MyAppName"" ) &amp;&amp; app.MainWindowHandle != IntPtr.Zero
    select SetForegroundWindow( app.MainWindowHandle ); // side-effects in linq-query is technically bad I guess
</code></pre>",Linq to objects - select first object,Linq to objects - select first object
7517,<p>Is there a simple way to drop a group of interrelated tables in SQL Server? Ideally I'd like to avoid having to worry about what order they're being dropped in since I know the entire group will be gone by the end of the process.</p>,Dropping a group of tables in SQL Server,Dropping a group of tables in SQL Server
7525,"<p>So, I need some help. I am working on a project in C++. However, I think I have somehow managed to corrupt my heap. This is based on the fact that I added an <code>std::string</code> to a class and assigning it a value from another <code>std::string</code>:</p>

<pre><code>std::string hello = ""Hello, world.\n"";
/* exampleString = ""Hello, world.\n"" would work fine. */
exampleString = hello;
</code></pre>

<p>crashes on my system with a stack dump. So basically I need to <strong>stop</strong> and go through all my code and memory management stuff and find out where I've screwed up. The codebase is still small (about 1000 lines), so this is easily do-able. </p>

<p>Still, I'm over my head with this kind of stuff, so I thought I'd throw it out there. I'm on a Linux system and have poked around with <code>valgrind</code>, and while not knowing completely what I'm doing, it did report that the <code>std::string</code>'s destructor was an invalid free. I have to admit to getting the term 'Heap Corruption' from a Google search; any general purpose articles on this sort of stuff would be appreciated as well.</p>

<p>(In before <code>rm -rf ProjectDir</code>, do again in C# :D)</p>

<p>EDIT:
I haven't made it clear, but what I'm asking for are ways an advice of diagnosing these sort of memory problems. I know the std::string stuff is right, so it's something I've done (or a bug, but there's Not A Problem With Select). I'm sure I could check the code I've written up and you very smart folks would see the problem in no time, but I want to add this kind of code analysis to my 'toolbox', as it were.</p>","Of Memory Management, Heap Corruption, and C++","Of Memory Management, Heap Corruption, and C++"
7535,"<p>What is the best way to use SQL Server 2008 as a development database, but ensure that the database is compatible with SQL Server 2005?</p>",SQL Server 2008 compatibility with SQL Server 2005,SQL Server 2008 compatibility with SQL Server 2005
7539,"<p>Recently I tried understanding the use of <strong>java.math.MathContext</strong> but failed to understand properly. Is it used for rounding in <code>java.math.BigDecimal</code>. If yes why does not it round the decimal digits but even mantissa part.</p>

<p>From API docs, I came to know that it follows the standard specified in <code>ANSI X3.274-1996</code> and <code>ANSI X3.274-1996/AM 1-2000</code> specifications but I did not get them to read online.</p>

<p>Please let me know if you have any idea on this.</p>",Use of java.math.MathContext,Use of java.math.MathContext
7540,"<p>Recently I have been having issues with Firefox 3 on Ubuntu Hardy Heron.</p>

<p>I will click on a link and it will hang for a while.  I don't know if its a bug in Firefox 3 or a page running too much client side JavaScript, but I would like to try and debug it a bit.</p>

<p>So, my question is ""is there a way to have some kind of process explorer, or task manager sort of thing for Firefox 3?""</p>

<p>I would like to be able to see what tabs are using what percent of my processor via the JavaScript on that page (or anything in the page that is causing CPU/memory usage).  </p>

<p>Does anybody know of a plugin that does this, or something similar?  Has anyone else done this kind of inspection another way?</p>

<p>I know about FireBug, but I can't imagine how I would use it to finger which tab is using a lot of resources.</p>

<p>Any suggestions or insights?</p>",Some kind of task manager for JavaScript in Firefox 3?,Some kind of task manager for JavaScript in Firefox 3?
7551,"<p>When designing a REST API or service are there any established best practices for dealing with security (Authentication, Authorization, Identity Management) ?</p>

<p>When building a SOAP API you have WS-Security as a guide and much literature exists on the topic. I have found less information about securing REST endpoints.</p>

<p>While I understand REST intentionally does not have specifications analogous to WS-* I am hoping best practices or recommended patterns have emerged.</p>

<p>Any discussion or links to relevant documents would be very much appreciated.
If it matters, we would be using WCF with POX/JSON serialized messages for our REST API's/Services built using v3.5 of the .NET Framework.</p>",Best Practices for securing a REST API / web service,Best Practices for securing a REST API / web service
7558,"<p>I am displaying a list of items using a SAP ABAP column tree model, basically a tree of folder and files, with columns.</p>
<p>I want to load the sub-nodes of folders dynamically, so I'm using the EXPAND_NO_CHILDREN event which is firing correctly.</p>
<p>Unfortunately, after I add the new nodes and items to the tree, the folder is automatically collapsing again, requiring a second click to view the sub-nodes.
Do I need to call a method when handling the event so that the folder stays open, or am I doing something else wrong?</p>
<pre><code>* Set up event handling.
  LS_EVENT-EVENTID  = CL_ITEM_TREE_CONTROL=&gt;EVENTID_EXPAND_NO_CHILDREN.
  LS_EVENT-APPL_EVENT = GC_X.
  APPEND LS_EVENT TO LT_EVENTS.
  CALL METHOD GO_MODEL-&gt;SET_REGISTERED_EVENTS
    EXPORTING
      EVENTS                    = LT_EVENTS
    EXCEPTIONS
      ILLEGAL_EVENT_COMBINATION = 1
      UNKNOWN_EVENT             = 2.
  SET HANDLER GO_APPLICATION-&gt;HANDLE_EXPAND_NO_CHILDREN
    FOR GO_MODEL.

...


* Add new data to tree.
  CALL METHOD GO_MODEL-&gt;ADD_NODES
    EXPORTING
      NODE_TABLE = PTI_NODES[]
    EXCEPTIONS
      ERROR_IN_NODE_TABLE = 1.

  CALL METHOD GO_MODEL-&gt;ADD_ITEMS
    EXPORTING
      ITEM_TABLE = PTI_ITEMS[]
    EXCEPTIONS
      NODE_NOT_FOUND = 1
      ERROR_IN_ITEM_TABLE = 2.
</code></pre>",Column Tree Model doesn't expand node after EXPAND_NO_CHILDREN event,Column Tree Model doesn't expand node after EXPAND_NO_CHILDREN event
7579,"<p>In the SSW rules to better SQL Server Database there is an example of a full database maintenance plan: <a href=""http://www.ssw.com.au/ssw/Standards/Rules/RulesToBetterSQLServerDatabases.aspx#MaintenancePlan"" rel=""noreferrer"">SSW</a>. In the example they run both a Reorganize Index and then a Rebuild Index and then Update Statistics. Is there any point to this? I thought Reorganize Index was a fast but less effective version of Rebuild Index? and that an index rebuild would also update the statistics automatically (on the clustered index at least).</p>",Reorganise index vs Rebuild Index in Sql Server Maintenance plan,Reorganise index vs Rebuild Index in Sql Server Maintenance plan
7586,"<p>I was trying to get my head around XAML and thought that I would try writing some code.  </p>

<p>Trying to add a grid with 6 by 6 column definitions then add a text block into one of the grid cells. I don't seem to be able to reference the cell that I want. There is no method on the grid that I can add the text block too.  There is only grid.children.add(object), no Cell definition.</p>

<p>XAML:</p>

<pre><code>&lt;Page x:Class=""WPF_Tester.Page1""
    xmlns=""http://schemas.microsoft.com/winfx/2006/xaml/presentation""
    xmlns:x=""http://schemas.microsoft.com/winfx/2006/xaml""
    Title=""Page1""
    Loaded=""Page_Loaded""&gt;

&lt;/Page&gt;
</code></pre>

<p>C#:</p>

<pre><code>private void Page_Loaded(object sender, RoutedEventArgs e)
{
    //create the structure
    Grid g = new Grid();
    g.ShowGridLines = true;
    g.Visibility = Visibility.Visible;

    //add columns
    for (int i = 0; i &lt; 6; ++i)
    {
        ColumnDefinition cd = new ColumnDefinition();
        cd.Name = ""Column"" + i.ToString();

        g.ColumnDefinitions.Add(cd);
    }
    //add rows
    for (int i = 0; i &lt; 6; ++i)
    {
        RowDefinition rd = new RowDefinition();
        rd.Name = ""Row"" + i.ToString();

        g.RowDefinitions.Add(rd);
    }
    TextBlock tb = new TextBlock();
    tb.Text = ""Hello World"";

    g.Children.Add(tb);
}
</code></pre>

<p><strong>Update</strong></p>

<p>Here is the spooky bit:</p>

<ul>
<li><p>Using VS2008 Pro on XP</p></li>
<li><p>WPFbrowser Project Template (3.5 verified)</p></li>
</ul>

<p>I don't get the methods in autocomplete.</p>",How do I generate WPF controls through code,How do I generate WPF controls through code
7592,"<p>I want to create a client side mail creator web page. I know the problems of using the mailto action in an html form (not standard, no default mail appication set on the client). But the web page isn't very important, and they don't care very much.</p>

<p>The mail created by the mailto action has the syntax:</p>

<blockquote>
  <p>subject: undefined subject<br>
  body:</p>
  
  <p>param1=value1<br>
  param2=value2<br>
  .<br>
  .<br>
  .<br>
  paramn=valuen  </p>
</blockquote>

<p>Can I use JavaScript to format the mail like this?</p>

<blockquote>
  <p>Subject:XXXXX</p>
  
  <p>Body:
  Value1;Value2;Value3...ValueN</p>
</blockquote>",Can I use JavaScript to create a client side email?,Can I use JavaScript to create a client side email?
7596,"<p>First of all, I know how to build a Java application. But I have always been puzzled about where to put my classes. There are proponents for organizing the packages in a strictly domain oriented fashion, others separate by tier.</p>

<p>I myself have always had problems with </p>

<ul>
<li>naming, </li>
<li>placing</li>
</ul>

<p>So,</p>

<ol>
<li>Where do you put your domain specific constants (and what is the best name for such a class)?</li>
<li>Where do you put classes for stuff which is both infrastructural and domain specific (for instance I have a FileStorageStrategy class, which stores the files either in the database, or alternatively in database)?</li>
<li>Where to put Exceptions?</li>
<li>Are there any standards to which I can refer?</li>
</ol>","How should I structure a Java application, where do I put my classes?","How should I structure a Java application, where do I put my classes?"
7603,"<p>Can anyone point me to some decent introductions to WS-Security?</p>

<p>I'm looking for tutorials or something that provide a fairly gentle introduction to the subject, though I don't mind if it assumes basic knowledge of web services and SOAP. Most of the stuff I've seen so far is very technical and you need a lot of complex, detailed background knowledge to understand it properly.</p>

<p>We have to implement a web service in PHP and one or more clients in .NET, so resources covering both would be much appreciated.</p>",Where can I find some good WS-Security introductions and tutorials?,Where can I find some good WS-Security introductions and tutorials?
7614,"<p>What is the best way of testing a function that throws on failure? Or testing a function that is fairly immune to failure?</p>

<p>For instance; I have a <code>I/O Completion Port</code> class that throws in the constructor if it can't initialise the port correctly. This uses the <code>Win32</code> function of <code>CreateIoCompletionPort</code> in the initialiser list. If the handle isn't set correctly - a non-null value - then the constructor will throw an exception. I have never seen this function fail.</p>

<p>I am pretty certain that this (and other functions like it in my code) if they fail will behave correctly, the code is 50 lines long including white-space, so my questions are</p>

<p>a) is it worth testing that it will throw<br>
b) and if it is worth testing, how to?<br>
c) should simple wrapper classes as these be unit-tested?  </p>

<p>For b) I thought about overriding <code>CreateIoCompletionPort</code> and passing the values through. In the unit test override it and cause it to return 0 when a certain value is passed in. However since this is used in the constructor then this needs to be static. Does this seem valid or not?</p>",Testing a function that throws on failure,Testing a function that throws on failure
7622,"<p>In C, are the shift operators (<code>&lt;&lt;</code>, <code>&gt;&gt;</code>) arithmetic or logical?</p>",Are the shift operators (>) arithmetic or logical in C?,"Are the shift operators (<<, >>) arithmetic or logical in C?"
7642,"<p>Is there an official convention for naming private fields in VB.NET?  For example, if I have a property called 'Foo', I normally call the private field '_Foo'.  This seems to be frowned upon in the <a href=""http://msdn.microsoft.com/en-us/library/ms229012.aspx"" rel=""noreferrer"">Offical Guidelines</a>:</p>

<p>""Do not use a prefix for field names. For example, do not use g_ or s_ to distinguish static versus non-static fields.""</p>

<p>In C#, you could call the private field 'foo', the property 'Foo', and refer to the private field as 'this.foo' in the constructor.  As VB.NET is case insensitive you can't do this - any suggestions?</p>",Naming convention for VB.NET private fields,Naming convention for VB.NET private fields
7651,"<p>I have an array in Perl:</p>

<pre><code>my @my_array = (""one"",""two"",""three"",""two"",""three"");
</code></pre>

<p>How do I remove the duplicates from the array?</p>",How do I remove duplicate items from an array in Perl?,How do I remove duplicate items from an array in Perl?
